ringnr;adult_sex;year;month;day;locality;hatch_year;max_year;first_locality;last_locality;body_mass;thr_bill_depth;thr_bill_length;thr_tarsus;thr_wing
8537795;1;1996;6;1;27;1995;1996;27;27;;7.85;13.07;19.47;80.41
8537795;1;1996;9;29;27;1995;1996;27;27;36.5;7.65;12.63;19.7;82.61
8573007;2;1993;5;24;24;1992;1994;24;24;29.8;8.3;13.3;20;76
8573008;1;1993;5;24;24;1992;1995;24;24;34.8;8.4;13.7;20.36;79.5
8573009;2;1993;5;25;24;1992;1995;24;24;32.2;8.7;13.7;20;77.5
8573018;2;1993;6;1;27;1992;1993;27;27;31.3;8.8;14.7;20.09;78
8573019;1;1993;6;1;27;1992;1996;27;27;29.4;8.2;14.1;20.36;80
8573019;1;1994;5;20;27;1992;1996;27;27;30.5;;;20.3;
8573019;1;1996;5;26;27;1992;1996;27;27;30.8;8.09;14.1;20.55;79.7
8573019;1;1996;5;26;27;1992;1996;27;27;30.8;7.7;13.7;20.4;80
8573020;1;1993;3;27;27;1992;1994;27;27;30.5;8.1;13.4;19.91;81
8573020;1;1993;6;1;27;1992;1994;27;27;30.2;8.3;13.3;18.76;78.4
8573020;1;1993;6;28;27;1992;1994;27;27;31.7;;;;
8573020;1;1994;3;27;27;1992;1994;27;27;;8.17;13.33;19.5;82.64
8573024;2;1993;6;3;26;1992;1994;26;26;34.7;9.2;13.6;20.89;82
8573024;2;1993;6;11;26;1992;1994;26;26;36.7;;;;
8573024;2;1993;7;19;26;1992;1994;26;26;32.8;;;;
8573024;2;1994;1;24;26;1992;1994;26;26;37.1;9.2;13.5;20.8;82
8573024;2;1994;6;21;26;1992;1994;26;26;33.6;;;20.9;
8573024;2;1994;6;27;26;1992;1994;26;26;33.3;8.4;13.5;;82
8573024;2;1994;9;22;26;1992;1994;26;26;37.6;8.7;13.8;20.7;82
8573025;1;1993;6;4;24;1992;1993;24;24;31.8;8.7;12.5;19.2;81
8573025;1;1993;11;5;24;1992;1993;24;24;30.8;8.4;12.7;19.11;81
8573028;1;1993;6;4;24;1992;1993;24;24;32.4;8.7;13.7;19.82;80
8573029;2;1993;6;5;24;1992;1994;24;24;37.9;8.7;13.7;19.11;77
8573029;2;1994;11;18;24;1992;1994;24;24;33.6;8.7;14.5;20.1;77
8573030;2;1993;6;8;20;1992;1993;20;20;30.8;8.6;13.4;20.62;79
8573042;2;1994;1;19;29;1993;1998;29;29;32.4;7.9;12.7;19.02;78
8573042;2;1994;3;22;29;1993;1998;29;29;32.4;7.7;12.7;19.29;78.5
8573042;2;1994;6;25;29;1993;1998;29;29;31.8;;;19.5;
8573042;2;1994;8;12;29;1993;1998;29;29;31.5;8.27;13.73;19.3;78.64
8573042;2;1995;6;3;29;1993;1998;29;29;33.8;7.8;13.5;19.2;79
8573042;2;1995;10;5;29;1993;1998;29;29;32.6;7.97;13.03;19.4;75.64
8573042;2;1996;5;21;29;1993;1998;29;29;35.5;7.55;13.33;19.2;79.61
8573042;2;1996;5;30;29;1993;1998;29;29;37.2;7.45;13.17;19.17;78.41
8573042;2;1996;9;30;29;1993;1998;29;29;32.8;7.85;13.43;19.5;80.61
8573042;2;1998;5;22;29;1993;1998;29;29;30.4;;13.7;19.3;79
8573046;2;1994;6;27;27;1993;1995;26;27;33.2;8;12.7;18.4;80
8573046;2;1994;6;28;27;1993;1995;26;27;32;;;18.9;
8573046;2;1994;9;24;27;1993;1995;26;27;34;8.4;12.9;18.8;79
8573046;2;1995;7;11;27;1993;1995;26;27;33.3;8.1;13.2;18.8;80
8573047;2;1993;6;11;26;1992;1994;26;26;31.2;8.5;12.7;20;81
8573047;2;1993;7;24;26;1992;1994;26;26;30.8;;;;
8573047;2;1994;6;27;26;1992;1994;26;26;30.2;8.1;13.1;19.7;80
8573048;1;1993;6;11;26;1992;1994;26;26;32.3;8.5;13.7;18.85;82.5
8573048;1;1994;6;27;26;1992;1994;26;26;30.8;8.2;14;18.6;82
8573050;1;1993;6;12;26;1992;1993;26;26;30.2;8.4;11.8;18.58;79
8573050;1;1993;6;20;26;1992;1993;26;26;31.9;;;;
8573051;1;1993;6;12;26;1992;1996;26;26;32.3;8.8;12.9;20.36;82
8573051;1;1994;6;7;26;1992;1996;26;26;32.9;8.5;13.9;20.3;84
8573051;1;1994;9;22;26;1992;1996;26;26;32.7;8.8;14.2;20.9;79
8573051;1;1996;7;8;26;1992;1996;26;26;32.3;8.4;13.5;20.3;82
8573052;1;1993;6;12;26;1992;1996;26;26;30;7.8;12.5;19.91;80
8573052;1;1993;6;13;26;1992;1996;26;26;30.4;;;;
8573055;2;1994;1;23;26;1993;1994;26;26;29.5;8.3;12.4;19.56;80
8573077;2;1994;6;10;27;1993;1994;27;27;32;;;19.5;
8573077;2;1994;6;21;27;1993;1994;27;27;34.4;;;19.6;
8573077;2;1994;8;15;27;1993;1994;27;27;32.3;8.27;13.43;19.3;73.64
8573077;2;1994;9;17;27;1993;1994;27;27;32.7;7.9;13.5;19.2;75
8573086;2;1994;1;17;20;1993;1995;20;20;33.1;8.1;13;19.29;79
8573096;1;1994;5;26;28;1993;1996;29;28;30.4;8.1;13.4;18.9;81
8573096;1;1994;9;26;28;1993;1996;29;28;32;;;19.1;79
8573096;1;1995;6;14;28;1993;1996;29;28;30.8;8.1;13.3;19;83
8573101;2;1993;6;18;28;1992;1993;28;28;27.7;8.3;13;19.38;77
8573102;1;1993;6;18;28;1992;1993;28;28;30.9;9;13.6;20.09;82
8573103;1;1994;3;22;29;1993;1994;28;29;33.5;8.57;12.83;20.1;80.64
8573103;1;1994;3;22;29;1993;1994;28;29;32;8.4;12.6;20;80.5
8573103;1;1994;6;28;28;1993;1994;28;29;;;;;
8573104;1;1994;1;20;28;1993;1994;28;28;;;;;
8573105;2;1993;6;18;28;1992;1995;28;28;32.5;8.7;14.1;19.91;75.5
8573105;2;1993;7;20;28;1992;1995;28;28;30.7;;;;
8573105;2;1994;5;26;28;1992;1995;28;28;38.3;8.4;13.7;20.2;75
8573105;2;1994;9;26;28;1992;1995;28;28;34.4;8.3;14;20.3;73
8573105;2;1995;6;14;28;1992;1995;28;28;33.7;8.5;14.1;20.3;75
8573106;1;1994;6;8;28;1993;1994;28;28;29.8;8.3;14;19.3;79
8573106;1;1994;7;13;28;1993;1994;28;28;31.2;8.1;13.7;19.4;78
8573106;1;1994;7;13;28;1993;1994;28;28;;8.08;13.71;19.84;74.78
8573110;2;1993;6;19;26;1992;1993;26;26;40.3;8;13.6;20.36;80
8573112;2;1994;1;23;26;1993;1994;26;26;33.7;8.5;13.6;19.2;80
8573114;1;1994;1;23;26;1993;1994;26;26;33.6;8.3;12.5;19.56;81
8573114;1;1994;5;13;26;1993;1994;26;26;30.9;8;12.6;19.6;81
8573114;1;1994;6;7;26;1993;1994;26;26;32.5;7.9;13.1;19.65;82
8573114;1;1994;6;21;26;1993;1994;26;26;31.5;8.1;12.5;19.4;81
8573114;1;1994;9;22;26;1993;1994;26;26;32.4;8.4;12.9;19.9;78
8573116;1;1994;5;18;26;1993;1994;26;26;29.6;7.8;13.4;20;81
8573116;1;1994;6;7;26;1993;1994;26;26;29.7;8.1;13.6;20.1;83
8573116;1;1994;6;27;26;1993;1994;26;26;29.8;8.1;13.1;19.8;83
8573118;1;1994;1;23;26;1993;1994;26;26;32.2;7.9;13.1;20.54;81
8573118;1;1994;5;18;26;1993;1994;26;26;31.5;7.6;12.9;20.2;80
8573118;1;1994;5;25;26;1993;1994;26;26;31.5;8.8;12.6;20.2;79
8573118;1;1994;9;22;26;1993;1994;26;26;34.1;8.1;12.9;20.8;80
8573140;1;1994;1;23;26;1993;1997;26;26;34;8.7;13.6;19.65;82
8573140;1;1994;6;21;26;1993;1997;26;26;31.4;8.6;14.3;19.4;81
8573140;1;1994;7;13;26;1993;1997;26;26;34.3;8.5;13.5;19.6;80
8573140;1;1994;7;13;26;1993;1997;26;26;;8.58;12.81;19.24;78.78
8573140;1;1994;9;22;26;1993;1997;26;26;34.5;8.2;13.6;19.2;81
8573140;1;1995;5;24;26;1993;1997;26;26;32.2;8.7;13.7;19.1;84
8573140;1;1995;10;6;26;1993;1997;26;26;34.5;8.87;13.63;19.5;85.64
8573140;1;1997;5;22;26;1993;1997;26;26;30.5;8.4;13.2;19.7;84
8573141;1;1993;6;23;23;1992;1995;23;23;27.2;8;12.8;18.93;74
8573142;1;1993;6;24;23;1992;1996;23;23;30.9;8.8;13.4;19.56;80
8573143;2;1993;6;24;23;1992;1994;23;23;30.4;8.6;13.5;19.82;77
8573146;1;1994;9;26;28;1993;1995;29;29;33.5;8.3;13.2;20.2;78
8573152;1;1994;1;19;29;1993;1995;28;29;28.4;8.9;13.2;19.11;81.5
8573155;1;1993;6;27;28;1992;1995;28;28;30.2;8;13.2;19.82;79.5
8573155;1;1994;5;26;28;1992;1995;28;28;30.3;;;19.3;80
8573155;1;1994;9;26;28;1992;1995;28;28;32.3;;;19.8;77
8573156;2;1994;1;23;26;1993;2001;26;26;32.4;8.7;13.6;19.73;77.5
8573156;2;1994;9;22;26;1993;2001;26;26;32.6;8.8;13.8;20.8;77
8573156;2;1995;6;6;26;1993;2001;26;26;32.6;8.3;13.8;20.5;79
8573156;2;1995;7;21;26;1993;2001;26;26;33.3;8.3;13.6;20.5;78
8573156;2;1996;6;3;26;1993;2001;26;26;31.3;8.65;13.93;20.6;77.61
8573156;2;1997;9;30;26;1993;2001;26;26;32.2;8.25;13.87;20.47;75.41
8573156;2;1998;7;17;26;1993;2001;26;26;35;;;;
8573156;2;1999;7;12;26;1993;2001;26;26;34.8;8.24;13.99;20.58;78.86
8573156;2;2000;5;16;26;1993;2001;26;26;39.5;8.3;13.2;20.6;80
8573156;2;2000;6;14;26;1993;2001;26;26;36.5;8.39;13.43;20.78;81.83
8573156;2;2001;5;21;26;1993;2001;26;26;32.4;8.54;13.79;20.5;78.26
8573156;2;2001;5;21;26;1993;2001;26;26;32.1;8.36;13.19;20.48;78.86
8573160;1;1993;6;28;27;1992;1993;27;27;30.6;8.3;13.7;16.98;78
8573160;1;1993;12;7;27;1992;1993;27;27;31.9;8.17;13.03;17;79.64
8573168;2;1993;6;28;27;1992;1995;27;27;36.6;8.4;13;19.91;78
8573168;2;1993;12;7;27;1992;1995;27;27;34;8.47;13.23;19.5;78.64
8573168;2;1994;6;28;27;1992;1995;27;27;35.2;;;19.6;
8573168;2;1994;9;18;27;1992;1995;27;27;36.5;8.2;13.3;19.5;77
8573168;2;1995;10;4;27;1992;1995;27;27;35.8;8.67;12.73;19.6;
8573168;2;1995;10;5;27;1992;1995;27;27;35.1;;;;
8573175;1;1994;3;27;27;1993;1996;27;27;;8.67;13.93;19.6;80.64
8573175;1;1994;3;27;27;1993;1996;27;27;;;;19.82;
8573175;1;1994;6;10;27;1993;1996;27;27;;;;19.6;80.64
8573175;1;1994;9;18;27;1993;1996;27;27;35.9;8.2;13.7;19.5;80
8573175;1;1996;9;29;27;1993;1996;27;27;36.2;8.25;13.73;19.7;74.61
8573187;1;1994;1;23;26;1993;2000;26;26;34;8.5;13.6;20.18;83
8573187;1;1994;5;25;26;1993;2000;26;26;33.8;8.5;14;20;83
8573187;1;1995;10;6;26;1993;2000;26;26;36;8.6;14.1;20;81
8573187;1;1996;6;17;26;1993;2000;26;26;35.1;8.69;13.7;20.25;82.7
8573187;1;1999;7;12;26;1993;2000;26;26;33.4;8.44;14.29;20.18;83.86
8573187;1;2000;6;1;26;1993;2000;26;26;32.3;7.99;13.63;20.58;86.83
8573201;1;1994;8;15;27;1993;1994;27;27;37.8;8.57;14.23;21.1;76.64
8573201;1;1994;9;18;27;1993;1994;27;27;36;8.1;13.4;21.2;77
8573215;2;1994;1;23;26;1993;1994;26;26;32.2;8.5;13;20.71;79
8573215;2;1994;5;18;26;1993;1994;26;26;31.8;8.1;13.2;20.5;79
8573215;2;1994;9;22;26;1993;1994;26;26;32;8.3;13.5;20.6;78
8573221;1;1994;1;23;26;1993;1999;26;26;33.4;8.3;12.7;19.91;78
8573221;1;1994;9;22;26;1993;1999;26;26;31.8;8.3;13.4;20;77
8573221;1;1995;7;21;26;1993;1999;26;26;33.2;8.3;13.2;19.7;79
8573221;1;1997;5;16;26;1993;1999;26;26;32.6;8.1;13.2;19.6;80
8573224;1;1994;3;22;29;1993;1996;29;29;;8.07;12.63;20.2;81.64
8573224;1;1994;3;22;29;1993;1996;29;29;31.4;8.1;13.1;20;82
8573224;1;1994;5;16;29;1993;1996;29;29;30.8;8;13.5;20;81
8573224;1;1994;5;26;29;1993;1996;29;29;31.5;8.27;13.73;20.3;80.64
8573224;1;1994;6;25;29;1993;1996;29;29;32.1;;;;
8573224;1;1994;6;25;29;1993;1996;29;29;31.9;;;;
8573224;1;1994;9;16;29;1993;1996;29;29;34.4;7.9;13.7;20.2;82
8573224;1;1996;9;30;29;1993;1996;29;29;33.2;7.95;13.73;20.1;75.61
8573227;1;1994;1;19;29;1993;1995;29;28;30.6;8.2;12.7;17.87;78
8573228;2;1994;1;19;29;1993;1998;29;29;32.7;8.7;13;19.2;79
8573228;2;1994;3;22;29;1993;1998;29;29;30.7;8.4;13.3;19.56;77
8573228;2;1994;5;16;29;1993;1998;29;29;33.7;8.1;13.6;19.4;76
8573228;2;1994;5;26;29;1993;1998;29;29;33.4;;;;
8573228;2;1994;6;25;29;1993;1998;29;29;31.6;;;19.5;
8573228;2;1994;7;5;29;1993;1998;29;29;29.5;8;13.9;19.1;75
8573228;2;1994;9;16;29;1993;1998;29;29;32.6;8.2;14.1;19.2;74
8573228;2;1995;10;5;29;1993;1998;29;29;32.6;8.47;13.03;19.7;78.64
8573228;2;1996;6;18;29;1993;1998;29;29;35.6;8.25;14.03;19.6;78.61
8573228;2;1996;6;18;29;1993;1998;29;29;35.6;8.2;14.2;19.4;78
8573233;1;1993;7;14;29;1992;1994;29;29;31.7;8.5;13.4;19.02;83.5
8573233;1;1994;3;22;29;1992;1994;29;29;31.2;8.67;13.63;20.3;84.64
8573233;1;1994;3;22;29;1992;1994;29;29;;8.7;13.7;19.47;84
8573235;2;1994;3;27;27;1993;1994;27;27;32.8;8.1;13.4;19.2;77
8573245;2;1994;8;11;27;1993;1997;27;27;31.7;8.67;13.93;19.2;74.64
8573245;2;1994;9;24;27;1993;1997;27;27;37;8.5;14.4;19.3;76
8573245;2;1995;8;7;27;1993;1997;27;27;34.5;8.77;13.93;19.5;78.64
8573245;2;1996;9;29;27;1993;1997;27;27;35.6;8.39;13;19.45;77.7
8573246;1;1994;3;27;27;1993;1994;27;27;;8.17;13.03;19;83.64
8573246;1;1994;3;27;27;1993;1994;27;27;32.3;8.4;13.2;19.29;84
8573246;1;1994;6;21;27;1993;1994;27;27;31.5;;;19.2;80.64
8573246;1;1995;5;26;27;1993;1994;27;27;;;;;
8573255;1;1994;6;10;27;1993;1994;27;27;32;8.17;13.83;19.5;79.64
8573256;2;1994;3;27;27;1993;1994;27;27;31.5;8.1;12.8;19.38;78
8573256;2;1994;6;10;27;1993;1994;27;27;34.8;;;19.5;
8573256;2;1994;6;12;27;1993;1994;27;27;33.5;;;19.3;77.64
8573256;2;1994;9;24;27;1993;1994;27;27;32;8;13.9;18.9;74
8573256;2;1995;1;30;27;1993;1994;27;27;;;;;
8573258;1;1993;7;19;26;1992;1994;26;26;31.2;9;13.2;20.36;83.5
8573258;1;1994;1;24;26;1992;1994;26;26;34.4;8.6;13.3;20;82
8573259;1;1993;7;19;26;1992;1994;26;26;32;8.9;14.2;20;83.5
8573259;1;1994;1;23;26;1992;1994;26;26;32.8;8.8;13.8;19.82;84.5
8573260;1;1993;7;20;28;1992;1997;28;28;29.9;8.5;14;19.29;83
8573260;1;1994;9;26;28;1992;1997;28;28;34.6;8.1;13.5;18.9;80
8573260;1;1996;6;4;28;1992;1997;28;28;30.4;8.15;13.93;19.2;82.61
8573261;1;1993;7;20;28;1992;1994;28;28;30.7;8.2;13.5;20;79.5
8573261;1;1994;5;26;28;1992;1994;28;28;31.6;;;19.9;81
8573261;1;1994;9;26;28;1992;1994;28;28;35.6;8;12.3;19.9;79
8573262;2;1994;6;15;33;1993;1995;28;332;31.3;8.27;13.83;20.4;79.64
8573262;2;1994;9;23;33;1993;1995;28;332;34.8;;;;
8573262;2;1995;6;26;33;1993;1995;28;332;38.2;8.1;13.9;19.3;80
8573264;2;1994;1;19;29;1993;1998;29;29;30.7;7.8;12.8;18.93;79
8573264;2;1994;3;22;29;1993;1998;29;29;28.7;7.8;12.4;18.58;79.5
8573264;2;1994;5;16;29;1993;1998;29;29;30.3;7.8;13.2;19;79
8573264;2;1994;6;8;29;1993;1998;29;29;35.2;;;19;80.64
8573264;2;1994;6;25;29;1993;1998;29;29;31.4;;;;
8573264;2;1994;6;26;29;1993;1998;29;29;30.7;;;;
8573264;2;1994;8;6;29;1993;1998;29;29;30.5;;;;
8573264;2;1995;6;3;29;1993;1998;29;29;30;8;13.6;18.8;78
8573264;2;1995;8;4;29;1993;1998;29;29;29.3;8.17;13.43;19.1;79.64
8573264;2;1995;8;6;29;1993;1998;29;29;29.7;;;;
8573264;2;1995;10;5;29;1993;1998;29;29;31;8.07;12.93;19.1;80.64
8573264;2;1996;3;6;29;1993;1998;29;29;30.1;7.9;13.2;19;79
8573264;2;1996;5;30;29;1993;1998;29;29;32.4;7.99;13.1;18.55;78.7
8573264;2;1996;5;30;29;1993;1998;29;29;32.4;7.9;13.4;19;79
8573264;2;1996;6;18;29;1993;1998;29;29;33.1;;;;
8573264;2;1996;9;30;29;1993;1998;29;29;32.5;7.59;13.2;19.15;74.7
8573264;2;1997;5;21;29;1993;1998;29;29;29.8;7.8;13.2;19.2;80
8573264;2;1997;8;8;29;1993;1998;29;29;29.4;;;19.3;79.64
8573264;2;1997;10;1;29;1993;1998;29;29;33.4;8.05;13.07;19.17;78.41
8573264;2;1998;6;11;29;1993;1998;29;29;28.8;8.1;13.1;18.8;78
8573264;2;1998;6;11;29;1993;1998;29;29;;8.3;13.55;19.18;78.09
8573270;1;1994;1;19;29;1993;1995;29;28;33.9;8.5;13.1;19.56;82
8573270;1;1994;3;22;29;1993;1995;29;28;;8.37;14.03;19.6;81.64
8573270;1;1994;3;22;29;1993;1995;29;28;;8.4;13.3;19.47;83
8573270;1;1995;6;14;28;1993;1995;29;28;32.7;8.2;13.5;19.6;82
8573272;1;1993;7;22;24;1992;1997;24;24;30.6;8.2;14.3;20.36;78
8573273;1;1993;7;22;24;1992;1993;24;24;30.4;8.5;12.1;18.76;80
8573274;1;1993;7;22;24;1992;1996;24;24;29.6;7.5;13.3;19.91;81
8573274;1;1993;11;3;24;1992;1996;24;24;30.6;8.7;;19.38;82
8573274;1;1994;11;18;24;1992;1996;24;24;33.4;8.7;14.1;19.6;82
8573275;2;1994;5;13;26;1993;1994;24;26;36.3;8.4;13.4;20.5;80
8573275;2;1994;6;13;26;1993;1994;24;26;33.4;8.5;15;20.5;80
8573278;1;1993;7;22;24;1992;1995;24;24;30;8;13.8;19.65;77.5
8573279;1;1994;6;11;24;1993;1997;24;24;33.3;8.1;12.9;19.3;82
8573281;2;1999;7;11;24;1993;1999;24;24;30.6;7.9;13.7;18.1;77
8573282;1;1993;7;23;24;1992;1993;24;24;31.6;8.8;14.1;20.62;79
8573295;2;1994;1;23;26;1993;1996;26;26;32.2;8.6;13;20.27;80
8573295;2;1994;5;25;26;1993;1996;26;26;34.3;8.2;12.9;20.3;80
8573295;2;1994;6;7;26;1993;1996;26;26;32.4;7.9;13.4;20.2;82
8573295;2;1994;9;22;26;1993;1996;26;26;32.7;8.4;13.2;20.6;78
8573295;2;1996;7;9;26;1993;1996;26;26;30.6;8;13.6;20.5;81
8573297;1;1994;5;27;20;1993;1997;20;20;33.8;8.6;14.1;19.9;81
8573510;1;1994;3;27;27;1993;1994;27;27;34.4;8.57;13.53;19.9;80.64
8573510;1;1994;3;27;27;1993;1994;27;27;;;;19.82;
8573510;1;1994;6;21;27;1993;1994;27;27;31.7;;;19.9;
8573515;1;1994;9;26;28;1993;1998;28;28;36.1;8.1;13.4;19.7;79
8573515;1;1996;7;18;28;1993;1998;28;28;31.3;7.95;13.57;19.87;80.41
8573515;1;1997;7;18;28;1993;1998;28;28;30.8;8.2;13.7;19.9;80
8573516;2;1994;9;26;28;1993;1994;28;28;34.4;8.1;13.5;20.3;75
8573517;1;1994;9;26;28;1993;1995;28;28;33.9;8;14.1;20.2;78
8573519;1;1994;9;26;28;1993;1995;28;28;;;;;
8573521;1;1999;6;15;23;1993;1999;25;23;30.2;8.14;12.59;17.08;79.86
8573521;1;1999;7;19;23;1993;1999;25;23;28.3;8.74;12.79;17.08;79.86
8573524;1;1993;7;31;25;1992;1994;25;25;33.4;8.5;13.2;18.13;83
8573525;2;1994;7;8;24;1993;1996;24;24;30.4;8.2;13.5;18.6;76
8573525;2;1995;5;15;24;1993;1996;24;24;37.3;8.2;13.4;18.6;76
8573525;2;1995;7;19;24;1993;1996;24;24;29.9;8.6;13.6;18.9;75
8573526;1;1994;5;13;26;1993;1994;24;26;29.4;8.6;13.5;20.2;79
8573526;1;1994;6;13;26;1993;1994;24;26;31.4;8.3;13.8;20.3;79
8573527;2;1996;7;24;24;1993;1997;24;24;31.9;8.75;14.23;19.6;75.61
8573529;2;1995;6;21;24;1993;1995;24;24;37.2;8.1;13.4;18.6;76
8573530;2;1995;5;15;24;1993;1995;24;24;39.3;8.1;13.5;20.5;76
8573531;1;1995;5;13;23;1993;1995;24;23;31.4;7.8;13.4;20.1;82
8573532;2;1995;10;7;24;1993;1998;24;24;33.3;7.9;13.4;20.7;79
8573536;1;1994;7;16;24;1993;1996;24;24;30.3;8.3;13.5;20;78
8573536;1;1994;7;16;24;1993;1996;24;24;;8.28;13.71;20.14;76.78
8573536;1;1995;5;15;24;1993;1996;24;24;29.6;8.1;13.4;20;78
8573537;1;1994;3;27;27;1993;1994;27;27;;8.07;12.93;18.6;81.64
8573537;1;1994;3;27;27;1993;1994;27;27;30.4;8.2;13;18.93;81.5
8573537;1;1994;6;10;27;1993;1994;27;27;31.5;;;18.8;
8573539;2;1994;6;12;27;1993;1997;27;27;39.6;;;19.4;
8573539;2;1994;9;25;27;1993;1997;27;27;35.3;8.1;12.8;19.2;73
8573539;2;1996;5;15;27;1993;1997;27;27;37.8;8.2;12.9;19.1;77
8573539;2;1996;5;15;27;1993;1997;27;27;37.8;8.25;12.73;19.2;77.61
8573539;2;1997;10;7;27;1993;1997;27;27;34.1;8.65;12.57;19.17;70.41
8573545;1;1994;3;25;27;1993;1997;27;27;;8.07;14.13;16.4;81.64
8573545;1;1994;3;25;27;1993;1997;27;27;30.3;8.3;14.3;17.16;82.5
8573545;1;1994;6;12;27;1993;1997;27;27;30.2;8.67;14.83;16.7;82.64
8573545;1;1995;10;3;27;1993;1997;27;27;33.2;8.5;14.3;16.8;80
8573545;1;1996;5;15;27;1993;1997;27;27;31.7;8.1;14.9;16.2;82
8573545;1;1996;5;15;27;1993;1997;27;27;31.7;7.99;14.8;16.45;80.7
8573545;1;1996;9;21;27;1993;1997;27;27;33.2;8.19;14;16.85;79.7
8573545;1;1997;5;15;27;1993;1997;27;27;30.7;8.1;14.4;16.6;82
8573545;1;1997;7;7;27;1993;1997;27;27;31.8;8.3;14.8;16.6;82
8573551;1;1994;5;26;28;1993;1996;28;28;33.4;;;21.3;
8573551;1;1994;9;26;28;1993;1996;28;28;35.3;8.5;13.5;21.4;77
8573553;2;1994;6;17;28;1993;1997;28;28;32.7;8.3;14.1;20.3;76
8573553;2;1996;5;29;28;1993;1997;28;28;35.4;8.15;13.07;20.17;76.41
8573553;2;1996;5;29;28;1993;1997;28;28;35.4;8.3;13.3;20.3;75
8573556;1;1994;5;24;22;1993;1997;22;22;30.5;8.07;12.83;19.7;82.64
8573556;1;1994;5;24;22;1993;1997;22;22;;;;;
8573557;2;1993;8;5;22;1992;1993;22;22;29.3;8.3;13.7;19.02;75
8573558;2;1994;5;24;22;1993;1995;22;22;;8.87;13.63;19.8;78.64
8573560;1;1994;7;16;24;1993;1995;20;24;32.3;7.1;13.4;19.6;81
8573560;1;1994;7;16;24;1993;1995;20;24;;7.78;13.31;19.24;80.78
8573562;2;1995;6;16;20;1993;1996;20;20;30.3;7.7;14.2;19.5;77
8573563;1;1993;8;7;20;1992;1996;20;20;31.3;8.4;13.3;19.38;80
8573567;2;1994;1;17;20;1993;1998;20;20;33.3;8.5;14;20.18;78
8573567;2;1994;6;18;20;1993;1998;20;20;35.5;7.7;14.2;20.2;77
8573567;2;1995;7;20;20;1993;1998;20;20;33.6;8.2;15.1;20.5;77
8573567;2;1996;5;23;20;1993;1998;20;20;32.5;8.45;15.03;20.5;77.61
8573567;2;1997;8;5;20;1993;1998;20;20;31.3;8.97;14.33;20.8;78.64
8573572;1;1994;1;23;26;1993;2002;26;26;32.1;8.8;13.8;19.38;82.5
8573572;1;1994;9;22;26;1993;2002;26;26;32;8.7;13.8;19.9;80
8573572;1;1995;10;6;26;1993;2002;26;26;33.2;8.8;14.1;19.5;83
8573572;1;1996;6;4;26;1993;2002;26;26;31.6;8.6;14.1;19.5;83
8573572;1;1997;5;16;26;1993;2002;26;26;32.3;8.3;13.8;19.7;83
8573572;1;1998;10;27;26;1993;2002;26;26;32.5;;;;
8573572;1;2000;8;9;26;1993;2002;26;26;30;8.26;14.99;19.48;83.86
8573572;1;2002;6;27;26;1993;2002;26;26;30.2;8.32;14.81;19.61;83.91
8573582;1;1995;5;16;24;1993;1995;24;24;30.9;7.7;13.9;19.2;79
8573583;2;1994;7;16;24;1993;1995;24;24;35.3;8.2;13.5;19.6;78
8573583;2;1994;7;16;24;1993;1995;24;24;;8.08;13.11;19.34;76.78
8573583;2;1995;5;15;24;1993;1995;24;24;41.5;8.2;12.9;19.7;79
8573587;1;1994;6;12;27;1993;1996;27;27;31.3;;;19.8;82.64
8573587;1;1994;9;24;27;1993;1996;27;27;33.3;8.3;13.3;19.9;79
8573587;1;1996;9;21;27;1993;1996;27;27;31.3;7.69;13;;82.7
8573589;2;1994;7;12;27;1993;1996;27;27;26.5;8.1;13.1;17.2;78
8573589;2;1994;7;12;27;1993;1996;27;27;;7.98;13.21;17.24;79.78
8573589;2;1994;9;25;27;1993;1996;27;27;29.8;8.2;13.3;17.2;71
8573589;2;1996;5;27;27;1993;1996;27;27;34.2;7.75;12.57;17.37;77.41
8573590;2;1994;3;25;27;1993;1994;27;27;29.5;8.1;13.2;18.76;76
8573590;2;1994;6;27;27;1993;1994;27;27;32.2;;;18.8;
8573591;1;1994;3;25;27;1993;1994;27;27;;8.17;14.83;19.5;80.64
8573591;1;1994;3;25;27;1993;1994;27;27;29.6;8.6;13.8;19.47;81
8573591;1;1994;6;12;27;1993;1994;27;27;30.2;;;19.7;81.64
8573592;1;1994;3;27;27;1993;1994;27;27;;8.27;13.73;19.9;81.64
8573592;1;1994;3;27;27;1993;1994;27;27;33.1;8.6;13.5;19.91;84
8573593;1;1994;6;11;27;1993;1995;27;27;;;;20.3;
8573593;1;1995;8;7;27;1993;1995;27;27;33.2;;;19.8;
8573594;1;1994;3;27;27;1993;1994;27;27;;8.17;13.43;19.4;80.64
8573594;1;1994;3;27;27;1993;1994;27;27;30.2;8.3;14;19.56;80
8573594;1;1994;6;10;27;1993;1994;27;27;30.7;;;19.6;
8573596;1;1994;3;27;27;1993;1994;27;27;;8.17;13.53;18.9;80.64
8573596;1;1994;3;27;27;1993;1994;27;27;32.7;8.6;13.1;18.85;81
8573597;2;1994;3;27;27;1993;1995;27;27;32.6;8.7;14.2;20;81
8573597;2;1994;6;10;27;1993;1995;27;27;35.2;;;19.8;
8573597;2;1994;6;10;27;1993;1995;27;27;34.7;;;19.9;
