"ringnr","O_HOM","E_HOM","N_SITES","F_hat"
"8M71700",44032,43330,64783,-0.00720631979054291
"8M71705",44432,43360,64828,0.0100336802094571
"8M71735",44007,43340,64792,-0.00870631979054291
"8M71750",43910,43310,64749,-0.0117263197905429
"8M71765",43766,43340,64803,-0.0202663197905429
"8M71810",44158,43340,64805,-0.00199631979054291
"8M71811",44494,43340,64792,0.0141136802094571
"8M71819",43503,43040,64347,-0.0182263197905429
"8M71823",43650,43290,64717,-0.0229163197905429
"8M71828",44039,43320,64762,-0.00618631979054291
"8M71831",43602,42870,64118,-0.00550631979054291
"8M71834",43057,42430,63472,-0.0102363197905429
"8M71835",43544,43130,64492,-0.0205363197905429
"8M71864",43298,42950,64217,-0.0236063197905429
"8M71865",43991,43330,64779,-0.00901631979054291
"8M71866",43610,42860,64073,-0.00457631979054291
"8M71872",44342,43270,64698,0.00999368020945709
"8M71873",44248,43340,64795,0.00240368020945709
"8M71881",43761,43320,64770,-0.0192663197905429
"8M72001",44426,43360,64832,0.00963368020945709
"8M72002",45682,43270,64700,0.0725036802094571
"8M72009",43671,43210,64604,-0.0184263197905429
"8M72013",45846,43240,64654,0.0818036802094571
"8M72014",44524,43320,64769,0.0161336802094571
"8M72016",43868,43360,64827,-0.0161663197905429
"8M72017",43812,43320,64766,-0.0168863197905429
"8M72018",44533,43360,64834,0.0145636802094571
"8M72019",44473,43370,64850,0.0113036802094571
"8M72021",42426,42230,63141,-0.0303793197905429
"8M72036",43415,43030,64336,-0.0218263197905429
"8M72037",44315,43320,64770,0.00632368020945709
"8M31944",43718,43080,64431,-0.0101963197905429
"8M72087",42424,42480,63487,-0.0423743197905429
"8M72112",43867,43360,64828,-0.0162063197905429
"8M72113",44010,43350,64816,-0.00912631979054291
"8M72120",43944,43330,64780,-0.0111563197905429
"8M72136",43721,43350,64818,-0.0227463197905429
"8M72168",44305,43340,64800,0.00506368020945709
"8M72179",43856,43350,64815,-0.0165163197905429
"8M72218",43956,43320,64769,-0.0100963197905429
"8M72224",43718,43310,64759,-0.0210063197905429
"8M72243",43967,43350,64806,-0.0109263197905429
"8M72245",43789,43360,64833,-0.0200563197905429
"8M72259",42734,42550,63658,-0.0312293197905429
"8M72263",44747,43360,64824,0.0248336802094571
"8M72265",43742,43300,64735,-0.0191963197905429
"8M72269",43810,43370,64838,-0.0192963197905429
"8M72272",43901,43350,64811,-0.0142263197905429
"8M72292",43657,43370,64839,-0.0264463197905429
"8M72297",47174,42860,64079,0.163603680209457
"8M72304",44864,43290,64716,0.0335736802094571
"8M72309",43772,43360,64834,-0.0208563197905429
"8M72317",44144,43360,64833,-0.00354631979054291
"8M72319",44288,43290,64725,0.00644368020945709
"8M72323",43136,43280,64708,-0.0466473197905429
"8M72326",44899,43350,64814,0.0323036802094571
"8M72327",43914,43350,64816,-0.0137163197905429
"8M72405",43593,43340,64793,-0.0279163197905429
"8M72406",43883,43280,64712,-0.0117463197905429
"8M72413",43516,43370,64838,-0.0329233197905429
"8M72416",43467,43350,64820,-0.0346343197905429
"8M72419",43717,43320,64775,-0.0215563197905429
"8M72420",44438,43260,64683,0.0149636802094571
"8M72422",48100,43270,64699,0.185403680209457
"8M72425",43737,43280,64714,-0.0186963197905429
"8M72429",43501,43340,64801,-0.0325073197905429
"8M72437",43813,43320,64768,-0.0170963197905429
"8M72444",43690,43320,64769,-0.0226863197905429
"8M72446",43307,43300,64742,-0.0397589197905429
"8M72524",44014,43330,64780,-0.00792631979054291
"8M72525",44334,43310,64753,0.00787368020945709
"8M72527",43658,43270,64695,-0.0217763197905429
"8M72528",42928,43090,64421,-0.0476553197905429
"8M72529",43301,43280,64708,-0.0388943197905429
"8M72530",43209,43330,64791,-0.0457633197905429
"8M72532",43994,43290,64725,-0.00717631979054291
"8M72535",43615,43170,64532,-0.0189463197905429
"8M72539",43561,43200,64580,-0.0228863197905429
"8M72540",43071,43090,64416,-0.0405685197905429
"8M72544",43641,43300,64730,-0.0237663197905429
"8M72545",43800,43350,64809,-0.0187563197905429
"8M72551",43659,43350,64811,-0.0254963197905429
"8M72557",43914,43310,64745,-0.0115063197905429
"8M72562",43491,43140,64482,-0.0232363197905429
"8M72565",43114,43120,64470,-0.0402190197905429
"8M72566",43696,43350,64816,-0.0239363197905429
"8M72568",43670,43270,64683,-0.0211163197905429
"8M72570",43562,43350,64811,-0.0298863197905429
"8M72571",43277,43320,64771,-0.0419873197905429
"8M72574",43958,43350,64812,-0.0114863197905429
"8M72575",44097,43240,64647,5.3680209457091e-05
"8M72576",44559,43300,64732,0.0189136802094571
"8M72577",43796,43300,64738,-0.0167763197905429
"8M72580",43729,43260,64678,-0.0178363197905429
"8M72581",43260,43340,64791,-0.0434313197905429
"8M72584",44194,43340,64806,-0.000316319790542911
"8M72591",43356,43080,64408,-0.0271763197905429
"8M72593",43678,43320,64767,-0.0232263197905429
"8M72594",43702,43330,64777,-0.0224263197905429
"8M72597",43882,43040,64337,-0.00017631979054291
"8M72598",43412,43180,64562,-0.0292663197905429
"8M72600",43546,43300,64738,-0.0283963197905429
"8M72602",43844,43370,64846,-0.0178163197905429
"8M72606",46492,43090,64419,0.119803680209457
"8M72609",44074,43190,64570,0.00161368020945709
"8M72610",44962,43360,64830,0.0347336802094571
"8M72611",45453,42550,63621,0.0978036802094571
"8M72617",43969,43130,64501,-0.000736319790542908
"8M72618",45289,42870,64113,0.0738036802094571
"8M72621",43720,42990,64293,-0.00563631979054291
"8M71276",43614,43300,64743,-0.0254763197905429
"8M72633",43713,43290,64721,-0.0201463197905429
"8M72638",44438,43370,64851,0.00960368020945709
"8M72640",43519,42940,64211,-0.0128563197905429
"8M72643",43143,42990,64283,-0.0327713197905429
"8M72644",44329,43060,64386,0.0197936802094571
"8M72646",43684,43100,64435,-0.0123263197905429
"8M72648",43964,42960,64235,0.00739368020945709
"8M72649",44027,43190,64595,-0.000886319790542905
"8M72653",44047,43370,64838,-0.00814631979054291
"8M72654",44122,43290,64724,-0.00110631979054291
"8M72656",44074,43320,64767,-0.00463631979054291
"8M72659",41333,41960,62672,-0.0699863197905429
"8M72664",43684,43000,64250,-0.00764631979054291
"8M72666",43890,43260,64675,-0.0104963197905429
"8M72673",43644,42940,64204,-0.00659631979054291
"8M72675",44025,43280,64715,-0.00534631979054291
"8M72678",44056,43260,64690,-0.00293631979054291
"8M72679",43465,43250,64657,-0.0296263197905429
"8M72693",43592,43290,64730,-0.0260163197905429
"8M72695",43579,43310,64754,-0.0273063197905429
"8M72696",43430,43310,64751,-0.0342363197905429
"8M72697",43062,43210,64592,-0.0467953197905429
"8M72698",43866,43230,64632,-0.0100063197905429
"8M72699",43459,43270,64691,-0.0310893197905429
"8M72700",43371,43300,64744,-0.0364663197905429
"8M72707",43221,42590,63660,-0.00979631979054291
"8M72708",44061,43370,64840,-0.00769631979054291
"8M72722",43954,43260,64680,-0.00746631979054291
"8M72736",43750,43050,64372,-0.00685631979054291
"8M72737",42443,41960,62751,-0.0167463197905429
"8M72739",44085,42860,64089,0.0179936802094571
"8M72745",44398,43350,64808,0.00911368020945709
"8M72749",45226,43320,64766,0.0491436802094571
"8M72752",43487,43350,64816,-0.0335293197905429
"8M72764",43817,43360,64825,-0.0184163197905429
"8M72766",43719,43350,64816,-0.0227963197905429
"8M72786",45340,43350,64823,0.0527036802094571
"8M72792",45228,42460,63473,0.0920036802094571
"8M72797",43874,43370,64846,-0.0165763197905429
"8M72805",43107,42490,63530,-0.0105663197905429
"8M72806",43736,43320,64767,-0.0205863197905429
"8M72809",43909,43210,64606,-0.00737631979054291
"8M72811",45060,43250,64669,0.0444836802094571
"8M72818",43325,42840,64040,-0.0167963197905429
"8M72832",42017,42080,62914,-0.0427463197905429
"8M72848",43944,43370,64837,-0.0130863197905429
"8M72859",44049,43360,64832,-0.00787631979054291
"8M72863",46637,43310,64747,0.115503680209457
"8M72864",45642,43300,64733,0.0695036802094571
"8M72867",43805,43150,64510,-0.00934631979054291
"8M72877",46102,43040,64362,0.103603680209457
"8M72878",43738,43250,64664,-0.0171163197905429
"8M72879",44312,43370,64846,0.00403368020945709
"8M72881",43650,42860,64077,-0.00270631979054291
"8M72882",44321,43310,64755,0.00727368020945709
"8M72884",42908,42620,63727,-0.0261963197905429
"8M72887",44058,43350,64810,-0.00688631979054291
"8M72891",43967,43230,64630,-0.00561631979054291
"8M72892",44054,43370,64834,-0.00784631979054291
"8M72893",44155,43200,64586,0.00475368020945709
"8M72897",44263,43350,64816,0.00255368020945709
"8M72908",44302,43330,64779,0.00549368020945709
"8M72909",44727,43320,64761,0.0258836802094571
"8M72913",43344,42910,64147,-0.0196463197905429
"8M72914",43017,42490,63524,-0.0147863197905429
"8M72916",44588,43220,64643,0.0237636802094571
"8M72924",44250,43360,64823,0.00178368020945709
"8M72928",43810,43200,64591,-0.0114763197905429
"8M72929",44253,43330,64784,0.00292368020945709
"8M72931",44275,43340,64807,0.00351368020945709
"8M72933",44042,43340,64803,-0.00736631979054291
"8M72934",43829,43350,64816,-0.0177063197905429
"8M72935",44242,42890,64127,0.0238336802094571
"8M72951",44318,43310,64759,0.00703368020945709
"8M72954",44600,43300,64736,0.0208436802094571
"8M72955",44538,43310,64760,0.0172436802094571
"8M72956",44669,43310,64760,0.0232536802094571
"8M72957",44283,43360,64827,0.00323368020945709
"8M72960",44135,43240,64640,0.00214368020945709
"8M72961",43803,43040,64337,-0.00388631979054291
"8M72965",45372,43250,64663,0.0592836802094571
"8M72972",44446,43310,64751,0.0131236802094571
"8M72987",44546,43320,64767,0.0172836802094571
"8M72990",44533,43350,64807,0.0154036802094571
"8M72996",44452,43370,64842,0.0105836802094571
"8N05003",43996,43340,64800,-0.00941631979054291
"8N05004",42280,42130,62946,-0.0326563197905429
"8N05006",44044,43310,64753,-0.00566631979054291
"8N05008",43846,43320,64766,-0.0154263197905429
"8N05009",44058,43300,64732,-0.00439631979054291
"8N05012",45453,43290,64730,0.0608036802094571
"8N05018",42062,42100,62956,-0.0417723197905429
"8N05030",44026,42990,64275,0.00883368020945709
"8N05032",44837,43350,64808,0.0295036802094571
"8N05057",46548,43090,64430,0.122103680209457
"8N05063",43910,43370,64837,-0.0145463197905429
"8N05083",45115,43330,64786,0.0430936802094571
"8N05087",41792,41590,62137,-0.0300103197905429
"8N05101",44189,42970,64254,0.0172536802094571
"8N05102",44404,43240,64652,0.0144036802094571
"8N05103",44388,43350,64811,0.00857368020945709
"8N05104",44305,43350,64820,0.00457368020945709
"8N05105",46172,43310,64757,0.0934036802094571
"8N05106",44207,43340,64808,0.000313680209457094
"8N05107",44222,43340,64791,0.00141368020945709
"8N05108",45451,43340,64796,0.0585236802094571
"8N05109",43369,42940,64205,-0.0198963197905429
"8N05110",43795,43340,64802,-0.0187163197905429
"8N05111",44195,43360,64822,-0.000806319790542909
"8N05112",43083,42810,63997,-0.0269363197905429
"8N05113",44006,43340,64806,-0.00906631979054291
"8N05114",43809,43360,64830,-0.0190163197905429
"8N05115",44900,43340,64799,0.0328536802094571
"8N05116",44018,43200,64578,-0.00148631979054291
"8N05117",44122,43360,64830,-0.00446631979054291
"8N05118",43704,43330,64781,-0.0224163197905429
"8N05119",44818,43350,64819,0.0283436802094571
"8N05120",41412,41890,62648,-0.0628063197905429
"8N05121",43507,43310,64756,-0.0308243197905429
"8N05122",44330,43350,64806,0.00592368020945709
"8N05123",45048,43320,64771,0.0404936802094571
"8N05124",42078,41970,62776,-0.0348353197905429
"8N05125",45161,43330,64791,0.0452236802094571
"8N05126",43653,43360,64832,-0.0263563197905429
"8N05127",46101,43210,64606,0.0953036802094571
"8N05128",44806,43290,64727,0.0307136802094571
"8N05129",43499,43370,64841,-0.0338303197905429
"8N05130",44264,43340,64805,0.00300368020945709
"8N05131",42359,42130,62996,-0.0288863197905429
"8N05132",44090,43350,64817,-0.00548631979054291
"8N05133",45447,43320,64772,0.0592136802094571
"8N05134",45356,42210,63125,0.110603680209457
"8N05135",43749,43350,64814,-0.0211863197905429
"8N05136",45771,43280,64699,0.0766036802094571
"8N05137",42627,42050,62861,-0.0122563197905429
"8N05138",45413,43310,64751,0.0583536802094571
"8N05139",44351,43290,64725,0.00947368020945709
"8N05140",44235,43340,64805,0.00162368020945709
"8N05141",43510,43350,64816,-0.0325833197905429
"8N05142",45459,43330,64784,0.0592336802094571
"8N05143",43782,43330,64788,-0.0189163197905429
"8N05144",44419,42350,63346,0.0586536802094571
"8N05145",46096,43240,64637,0.0938036802094571
"8N05146",44063,43340,64798,-0.00619631979054291
"8N05147",43994,43310,64763,-0.00818631979054291
"8N05149",43915,43230,64641,-0.00812631979054291
"8N05150",44318,43320,64771,0.00652368020945709
"8N05152",44104,43120,64475,0.00611368020945709
"8N05153",44308,43310,64754,0.00667368020945709
"8N05154",44035,43270,64692,-0.00413631979054291
"8N05155",42238,41870,62603,-0.0220863197905429
"8N05156",44030,43320,64762,-0.00670631979054291
"8N05157",43835,43300,64739,-0.0150263197905429
"8N05158",43975,43340,64807,-0.0104363197905429
"8N05159",43460,43340,64800,-0.0344203197905429
"8N05160",42202,41690,62334,-0.0150463197905429
"8N05161",44176,43160,64526,0.00787368020945709
"8M72694",43502,43320,64773,-0.0313533197905429
"8N05162",44544,43240,64644,0.0212036802094571
"8N05163",43538,43100,64452,-0.0195663197905429
"8N05164",44042,43280,64704,-0.00430631979054291
"8N05165",43483,41620,62230,0.0505836802094571
"8N05166",44401,43360,64833,0.00852368020945709
"8N05167",44277,43260,64676,0.00762368020945709
"8N05168",42794,41790,62482,0.00853368020945709
"8N05169",42885,43370,64844,-0.0624563197905429
"8N05170",45099,43320,64773,0.0428936802094571
"8N05171",43972,43350,64814,-0.0109463197905429
"8N05172",43905,43230,64641,-0.00843631979054291
"8N05173",42236,42290,63230,-0.0422543197905429
"8N05174",44531,43320,64771,0.0165136802094571
"8N05175",43882,43260,64672,-0.0107963197905429
"8N05176",43930,43330,64788,-0.0120263197905429
"8N05177",43206,43060,64374,-0.0329023197905429
"8N05178",44038,43280,64710,-0.00462631979054291
"8N05179",43333,43310,64750,-0.0385953197905429
"8N05180",43950,43330,64783,-0.0111063197905429
"8N05181",43696,43210,64612,-0.0173063197905429
"8N05182",43101,43260,64680,-0.0472553197905429
"8N05184",45766,43220,64617,0.0792036802094571
"8N05185",43211,43250,64672,-0.0419363197905429
"8N05186",43463,43250,64668,-0.0300793197905429
"8N05187",43516,43290,64720,-0.0293663197905429
"8N05188",43996,43330,64784,-0.00876631979054291
"8N05189",47295,43260,64690,0.148303680209457
"8N05190",43640,43340,64798,-0.0258463197905429
"8N05191",43946,43300,64727,-0.00960631979054291
"8N05192",43328,43190,64575,-0.0332753197905429
"8N05193",43787,43280,64710,-0.0161963197905429
"8N05194",43644,43190,64578,-0.0188363197905429
"8N05195",43561,43310,64755,-0.0282163197905429
"8N05196",43693,43320,64763,-0.0223163197905429
"8N05197",43842,43260,64674,-0.0126363197905429
"8N05198",43612,43310,64753,-0.0257663197905429
"8N05199",43940,43350,64806,-0.0122463197905429
"8N05200",45676,43290,64721,0.0714036802094571
"8N05201",43966,43300,64733,-0.00877631979054291
"8N05202",43925,43310,64754,-0.0112863197905429
"8N05203",43643,43330,64779,-0.0252063197905429
"8N05204",46059,42300,63285,0.139103680209457
"8N05205",44912,43270,64703,0.0365336802094571
"8N05206",44016,43320,64761,-0.00721631979054291
"8N05207",44633,43350,64807,0.0200036802094571
"8N05208",44038,43050,64365,0.00642368020945709
"8N05209",43991,43290,64727,-0.00728631979054291
"8N05210",42714,41920,62678,-0.00166631979054291
"8N05211",44438,42150,63009,0.0699036802094571
"8N05212",44046,43330,64785,-0.00654631979054291
"8N05213",45132,43320,64768,0.0446136802094571
"8N05214",43778,43350,64820,-0.0201163197905429
"8N05215",44218,43270,64690,0.00457368020945709
"8N05216",43908,43310,64752,-0.0119463197905429
"8N05217",46318,43310,64755,0.100203680209457
"8N05218",44096,43360,64826,-0.00547631979054291
"8N05219",43719,42640,63671,0.0113436802094571
"8N05220",44598,43230,64643,0.0239436802094571
"8N05221",44008,43270,64701,-0.00565631979054291
"8N05222",43845,43360,64823,-0.0171563197905429
"8N05223",44244,43320,64776,0.00296368020945709
"8N05224",44460,42980,64232,0.0298536802094571
"8N05225",45605,43260,64681,0.0694036802094571
"8N05226",43961,43300,64745,-0.00920631979054291
"8N05227",44336,43310,64751,0.00795368020945709
"8N05228",43556,43320,64762,-0.0287463197905429
"8N05229",43769,43350,64813,-0.0202563197905429
"8N05230",44694,43260,64679,0.0270536802094571
"8N05231",44311,43330,64780,0.00600368020945709
"8N05232",44562,43280,64706,0.0200636802094571
"8N05233",44072,43300,64735,-0.00374631979054291
"8N05234",44729,43340,64807,0.0245936802094571
"8N05235",43783,43110,64463,-0.00828631979054291
"8N05236",43829,43210,64612,-0.0111163197905429
"8N05237",43702,43340,64803,-0.0231363197905429
"8N05238",43737,43160,64534,-0.0130963197905429
"8N05239",43477,43280,64702,-0.0305123197905429
"8N05240",42994,43340,64789,-0.0557963197905429
"8N05241",43580,43250,64663,-0.0244863197905429
"8N05242",43428,43340,64792,-0.0356053197905429
"8N05243",43991,43340,64803,-0.00965631979054291
"8N05245",43454,43240,64638,-0.0296663197905429
"8N05246",43530,43260,64684,-0.0272963197905429
"8N05247",43664,43280,64704,-0.0219263197905429
"8N05248",44714,43290,64721,0.0266336802094571
"8N05249",43523,43340,64802,-0.0313983197905429
"8N05250",43857,43270,64699,-0.0126763197905429
"8N05251",43863,43250,64665,-0.0112163197905429
"8N05252",43901,43320,64762,-0.0126463197905429
"8N05253",43233,43220,64619,-0.0393932197905429
"8N05254",43970,43260,64680,-0.00676631979054291
"8N05255",43071,43180,64554,-0.0447613197905429
"8N05256",43590,43300,64743,-0.0264563197905429
"8N05257",43484,43280,64711,-0.0304833197905429
"8N05258",43970,43290,64725,-0.00817631979054291
"8N05259",43037,43020,64316,-0.0388683197905429
"8N05260",43523,43270,64694,-0.0281463197905429
"8N05261",43692,43320,64765,-0.0223763197905429
"8N05262",44832,43280,64709,0.0324936802094571
"8N05263",44979,43270,64701,0.0396836802094571
"8N05264",43448,43310,64759,-0.0336593197905429
"8N05265",43898,43300,64740,-0.0120563197905429
"8N05266",43653,43300,64741,-0.0235963197905429
"8N05267",44053,43340,64799,-0.00673631979054291
"8N05268",42683,43320,64764,-0.0694063197905429
"8N05269",43567,43260,64682,-0.0257363197905429
"8N05270",43522,43310,64743,-0.0298263197905429
"8N05271",43917,43330,64786,-0.0126863197905429
"8N05272",43811,43300,64735,-0.0159863197905429
"8N05273",43477,43270,64688,-0.0303223197905429
"8N05274",43679,43120,64455,-0.0135663197905429
"8N05275",43442,43250,64666,-0.0310713197905429
"8N05276",44842,43330,64777,0.0307436802094571
"8N05277",43088,43150,64527,-0.0429983197905429
"8N05278",42854,42990,64297,-0.0463703197905429
"8N05279",43269,43230,64636,-0.0382553197905429
"8N05280",43504,43330,64790,-0.0319853197905429
"8N05281",43870,43260,64690,-0.0116563197905429
"8N05282",43058,43290,64725,-0.0508963197905429
"8N05283",43799,43310,64750,-0.0168763197905429
"8N05284",43751,43260,64675,-0.0167463197905429
"8N05285",43443,43310,64751,-0.0336413197905429
"8N05286",43596,43300,64733,-0.0259863197905429
"8N05287",43822,43240,64648,-0.0126363197905429
"8N05288",44721,43280,64715,0.0271836802094571
"8N05289",43637,43300,64736,-0.0242063197905429
"8N05290",43716,43280,64717,-0.0197463197905429
"8N05291",43516,43200,64588,-0.0249463197905429
"8N05292",45516,43320,64770,0.0625036802094571
"8N05293",43945,43320,64774,-0.0108863197905429
"8N05294",44380,43340,64796,0.00861368020945709
"8N05295",43669,43330,64792,-0.0242863197905429
"8N05296",43794,43260,64689,-0.0151963197905429
"8N05297",43469,43320,64767,-0.0328053197905429
"8N05298",44025,43340,64801,-0.00797631979054291
"8N05299",43899,43360,64823,-0.0145663197905429
"8N05300",43793,43340,64792,-0.0185863197905429
"8N05301",43646,43340,64801,-0.0257963197905429
"8N05302",43624,43240,64645,-0.0217563197905429
"8N05303",43433,43310,64746,-0.0340013197905429
"8N05304",43618,43300,64727,-0.0248363197905429
"8N05305",43860,43310,64757,-0.0142663197905429
"8N05306",43371,43290,64727,-0.0363243197905429
"8N05307",43453,43330,64780,-0.0341913197905429
"8N05308",43572,43300,64741,-0.0273863197905429
"8M71514",44119,43310,64760,-0.00231631979054291
"8M71867",44439,43330,64779,0.0119936802094571
"8N05358",43678,43130,64491,-0.0142763197905429
"8N05365",43690,43300,64733,-0.0214963197905429
"8N05402",43775,43270,64686,-0.0161663197905429
"8N05418",44003,43360,64836,-0.0101063197905429
"8N05423",43691,43330,64776,-0.0229263197905429
"8N05436",45998,43350,64819,0.0834036802094571
"8N05437",43831,43360,64825,-0.0178763197905429
"8N05438",43653,43360,64831,-0.0263063197905429
"8N05442",43937,43130,64474,-0.00192631979054291
"8N05444",44161,43320,64768,-0.000746319790542911
"8N05445",42133,41630,62200,-0.0155063197905429
"8N05446",44206,43340,64799,0.000433680209457089
"8N05447",44780,43340,64794,0.0273436802094571
"8N05457",44492,43310,64750,0.0153336802094571
"8N05460",44119,43380,64862,-0.00556631979054291
"8N05462",44269,43130,64481,0.0135236802094571
"8N05464",44281,43370,64848,0.00239368020945709
"8N05472",43906,43160,64531,-0.00498631979054291
"8N05494",44098,43260,64680,-0.000566319790542912
"8N05513",44029,43290,64717,-0.00535631979054291
"8N05526",44238,43350,64808,0.00164368020945709
"8N05531",44504,43030,64335,0.0291836802094571
"8N05532",44175,43360,64836,-0.00204631979054291
"8N05533",43901,43370,64850,-0.0153163197905429
"8N05534",43404,42960,64237,-0.0191563197905429
"8N05535",43882,43210,64612,-0.00865631979054291
"8N05536",44783,43350,64820,0.0266536802094571
"8N05538",46108,43230,64642,0.0946036802094571
"8N05567",44123,43330,64784,-0.00303631979054291
"8N05572",43783,43170,64546,-0.0111163197905429
"8N05576",43881,43320,64765,-0.0136763197905429
"8N05359",47566,43240,64645,0.162303680209457
"8N05588",43940,43310,64755,-0.0105663197905429
"8N05601",43288,43300,64729,-0.0402390197905429
"8N05602",43329,43290,64722,-0.0380303197905429
"8N05603",43598,43170,64543,-0.0196463197905429
"8N05604",43131,43300,64743,-0.0479153197905429
"8N05605",43006,43290,64718,-0.0529163197905429
"8N05606",43664,43310,64753,-0.0234963197905429
"8N05607",43427,43300,64736,-0.0339113197905429
"8N05608",47766,43270,64690,0.170103680209457
"8N05609",43476,43310,64755,-0.0322493197905429
"8N05610",43546,43270,64689,-0.0268563197905429
"8N05611",43437,43320,64772,-0.0345563197905429
"8N05612",43540,43280,64713,-0.0279663197905429
"8N05613",43396,43280,64702,-0.0344123197905429
"8N05614",43398,43300,64740,-0.0352423197905429
"8N05615",44525,43250,64655,0.0198536802094571
"8N05616",43369,43280,64714,-0.0359003197905429
"8N05617",43750,43300,64733,-0.0189263197905429
"8N05618",43681,43290,64724,-0.0217163197905429
"8N05619",43190,43330,64777,-0.0462333197905429
"8N05620",43974,43280,64706,-0.00736631979054291
"8N05621",43634,43250,64649,-0.0217263197905429
"8N05622",43351,43260,64671,-0.0355663197905429
"8N05623",43827,43260,64692,-0.0136563197905429
"8N05624",43587,43280,64715,-0.0256763197905429
"8N05625",43438,43320,64769,-0.0343333197905429
"8N05626",43293,43230,64639,-0.0370753197905429
"8N05627",43526,43280,64707,-0.0284163197905429
"8N05628",43562,43270,64692,-0.0262463197905429
"8N05630",43842,43300,64731,-0.0143863197905429
"8N05636",41888,42550,63541,-0.0714463197905429
"8N05638",43143,43280,64704,-0.0461373197905429
"8N05639",44064,43280,64711,-0.00336631979054291
"8N05640",43823,43230,64625,-0.0120463197905429
"8N05641",45298,43250,64675,0.0554936802094571
"8N05642",43315,43300,64744,-0.0393919197905429
"8N05643",43492,43220,64617,-0.0269963197905429
"8N05644",43669,43320,64775,-0.0236563197905429
"8N05645",44076,43260,64680,-0.00192631979054291
"8N05646",43583,43280,64717,-0.0259363197905429
"8N05647",43043,43330,64790,-0.0534163197905429
"8N05648",43385,43340,64801,-0.0379353197905429
"8N05649",43726,43230,64642,-0.0168363197905429
"8N05650",43754,43100,64436,-0.00911631979054291
"8N05651",41809,42120,62985,-0.0546563197905429
"8N05652",43684,43310,64751,-0.0223763197905429
"8N05653",43749,43300,64735,-0.0190763197905429
"8N05654",43631,43320,64775,-0.0254863197905429
"8N05655",43748,43230,64637,-0.0157263197905429
"8N05656",43641,43300,64730,-0.0237863197905429
"8N05657",43605,43250,64671,-0.0235063197905429
"8N05658",43507,43340,64792,-0.0319933197905429
"8N05659",43480,43260,64677,-0.0295063197905429
"8N05660",43879,43330,64786,-0.0144263197905429
"8N05661",43495,43330,64783,-0.0321633197905429
"8N05662",45654,43250,64663,0.0725036802094571
"8N05663",43488,43330,64773,-0.0323093197905429
"8N05664",43751,43290,64716,-0.0182063197905429
"8N05360",44064,43310,64759,-0.00489631979054291
"8N05361",43553,43270,64699,-0.0268163197905429
"8N05362",43265,43250,64668,-0.0393088197905429
"8N05363",43560,43280,64707,-0.0266763197905429
"8N05364",44060,43250,64668,-0.00214631979054291
"8N05669",43445,43180,64552,-0.0273363197905429
"8N05670",43134,43280,64713,-0.0467943197905429
"8N05671",43480,43270,64704,-0.0303083197905429
"8N05672",43399,43240,64644,-0.0322623197905429
"8N05673",43426,43240,64654,-0.0311633197905429
"8N05674",43483,43310,64748,-0.0316343197905429
"8N05675",43529,43300,64738,-0.0291063197905429
"8N05676",43730,43330,64790,-0.0213363197905429
"8N05677",43581,43280,64721,-0.0259463197905429
"8N05678",44148,43300,64737,-0.000136319790542912
"8N05679",43748,43320,64765,-0.0197863197905429
"8N05680",45268,43070,64400,0.0630036802094571
"8N05681",43422,43230,64639,-0.0308763197905429
"8N05682",43899,43320,64763,-0.0127163197905429
"8N05683",43799,43300,64740,-0.0167863197905429
"8N05684",43346,43270,64692,-0.0361343197905429
"8N05685",43991,43300,64738,-0.00756631979054291
"8N05686",43602,43290,64722,-0.0252263197905429
"8N05687",43529,43310,64750,-0.0294863197905429
"8N05688",43636,43320,64770,-0.0250963197905429
"8N05689",45305,43220,64621,0.0576336802094571
"8N05690",43808,43270,64692,-0.0148163197905429
"8N05691",43251,43320,64765,-0.0430123197905429
"8N05692",43404,43330,64781,-0.0363563197905429
"8N05693",43328,43280,64714,-0.0378383197905429
"8N05694",43651,43300,64740,-0.0234963197905429
"8N05701",43923,43370,64848,-0.0142763197905429
"8N05702",43723,43370,64845,-0.0234963197905429
"8N05703",43939,43130,64481,-0.00194631979054291
"8N05704",44028,43360,64830,-0.00878631979054291
"8N05705",44342,43360,64834,0.00565368020945709
"8N05706",43841,43340,64806,-0.0167463197905429
"8N05707",44459,43300,64739,0.0142636802094571
"8N05708",46044,43340,64807,0.0859036802094571
"8N05709",43837,43290,64723,-0.0143963197905429
"8N05710",45313,43350,64813,0.0515936802094571
"8N05711",43345,42580,63668,-0.00371631979054291
"8N05712",45121,43360,64828,0.0421936802094571
"8N05713",42316,41350,61843,0.00737368020945709
"8N05714",44130,43360,64825,-0.00394631979054291
"8N05715",46204,43300,64747,0.0954036802094571
"8N05716",42187,42100,62937,-0.0355413197905429
"8N05717",43830,43120,64466,-0.00662631979054291
"8N05724",49624,43250,64667,0.257703680209457
"8N05726",42517,42150,62996,-0.0223863197905429
"8N05747",46725,43320,64772,0.118903680209457
"8N05748",44297,43360,64830,0.00363368020945709
"8N05749",45002,43330,64787,0.0380036802094571
"8N05750",44508,43350,64811,0.0141936802094571
"8N05795",44046,43370,64836,-0.00818631979054291
"8N05796",43903,43360,64836,-0.0148063197905429
"8N05797",43673,43350,64819,-0.0249963197905429
"8N05798",43971,43120,64479,-0.000156319790542911
"8N05810",43955,43360,64832,-0.0122463197905429
