"ringnr","O_HOM","E_HOM","N_SITES","F_hat"
"8L89274",44246,43200,64581,0.00921368020945709
"8L89276",43990,43350,64808,-0.00987631979054291
"8L89277",44313,43340,64803,0.00526368020945709
"8L89282",44392,43370,64847,0.00763368020945709
"8L89296",45018,43050,64372,0.0525636802094571
"8L89298",45229,43330,64794,0.0484036802094571
"8L89299",46594,43350,64815,0.111303680209457
"8L89312",44099,43290,64733,-0.00237631979054291
"8L89314",45014,43360,64829,0.0370836802094571
"8L89326",43852,43280,64706,-0.0131163197905429
"8L89334",43717,43350,64811,-0.0228363197905429
"8L89335",44491,43280,64702,0.0167836802094571
"8L89337",43163,42650,63723,-0.0156363197905429
"8L89352",42610,42150,62994,-0.0176263197905429
"8L89354",40967,41540,61862,-0.0679763197905429
"8L89358",43545,42380,63357,0.0157736802094571
"8L89363",43423,43110,64449,-0.0250363197905429
"8L89365",44235,43350,64810,0.00135368020945709
"8L89366",43657,43330,64776,-0.0244763197905429
"8L89371",44237,43370,64843,0.000473680209457095
"8L89372",44076,43360,64833,-0.00676631979054291
"8L89376",43850,43370,64849,-0.0177663197905429
"8L89377",44058,43360,64822,-0.00727631979054291
"8L89379",44319,43340,64793,0.00583368020945709
"8L89384",43733,43260,64671,-0.0176663197905429
"8L89386",43781,43360,64825,-0.0201963197905429
"8L89387",41941,42220,62935,-0.0533063197905429
"8L89388",43925,43320,64765,-0.0117963197905429
"8L89389",44410,43320,64763,0.0109736802094571
"8L89391",44341,43180,64570,0.0142636802094571
"8L89394",43361,42760,63945,-0.0114463197905429
"8L89395",44012,43120,64475,0.00189368020945709
"8L89399",44399,43300,64743,0.0112436802094571
"8L89412",44458,43370,64840,0.0108536802094571
"8L89423",46938,43330,64788,0.128203680209457
"8L89430",41544,41880,62392,-0.0561163197905429
"8L89432",44054,43270,64687,-0.00329631979054291
"8L89434",44433,43350,64812,0.0106136802094571
"8L89441",44666,43060,64386,0.0355336802094571
"8L89457",44248,43360,64837,0.00133368020945709
"8L89460",46490,42680,63803,0.140403680209457
"8L89461",43401,43330,64787,-0.0365313197905429
"8L89466",44282,43310,64759,0.00534368020945709
"8L89467",43923,43310,64753,-0.0113463197905429
"8L89470",43662,43180,64557,-0.0171863197905429
"8L89471",43170,43120,64441,-0.0374043197905429
"8L89487",43236,43340,64796,-0.0446523197905429
"8L89502",44207,43340,64801,0.00041368020945709
"8L89503",44264,43330,64787,0.00345368020945709
"8L89507",44211,43300,64730,0.00279368020945709
"8L89508",43861,43360,64831,-0.0166663197905429
"8L89509",43720,43360,64823,-0.0229863197905429
"8L89514",44024,43360,64832,-0.00907631979054291
"8L89516",45388,43340,64803,0.0554136802094571
"8L89517",45160,43260,64674,0.0488336802094571
"8L89518",44553,43330,64785,0.0170736802094571
"8L89519",44302,43360,64825,0.00408368020945709
"8L89521",44399,43280,64711,0.0121736802094571
"8L89525",42327,41910,62697,-0.0198263197905429
"8L89526",43006,42640,63776,-0.0226163197905429
"8L89537",44299,43310,64742,0.00636368020945709
"8L89538",41873,41960,62670,-0.0442353197905429
"8L89547",44974,43340,64794,0.0364336802094571
"8L89548",43706,43300,64745,-0.0210763197905429
"8M31789",44884,43200,64594,0.0388136802094571
"8M31766",44705,43280,64704,0.0267136802094571
"8M31764",43520,43270,64694,-0.0282063197905429
"8L89613",43774,43260,64680,-0.0159663197905429
"8L89614",41667,41890,62664,-0.0507163197905429
"8L89615",43990,43200,64590,-0.00288631979054291
"8L89622",43981,43210,64619,-0.00407631979054291
"8L89626",44390,43240,64650,0.0139636802094571
"8L89634",43854,43090,64399,-0.00410631979054291
"8L89637",43451,42970,64221,-0.0171863197905429
"8L89639",42131,41800,62441,-0.0239763197905429
"8L89640",44705,43350,64807,0.0234236802094571
"8L89641",44048,43170,64544,0.00115368020945709
"8L89642",44440,43360,64835,0.0102336802094571
"8L89644",44400,43340,64807,0.00932368020945709
"8L89645",43834,43330,64778,-0.0163463197905429
"8L89646",43803,43220,64615,-0.0125163197905429
"8L89652",44113,43350,64807,-0.00417631979054291
"8L89654",43027,42100,62905,0.00450368020945709
"8L89655",43180,42760,63962,-0.0203063197905429
"8L89663",43232,42910,64167,-0.0248763197905429
"8L89664",43422,43010,64243,-0.0204263197905429
"8L89665",43909,43310,64749,-0.0119963197905429
"8L89669",44438,43370,64838,0.00992368020945709
"8L89675",45074,43320,64773,0.0416636802094571
"8L89682",43640,43100,64445,-0.0145563197905429
"8L89689",44101,43060,64381,0.00885368020945709
"8L89691",45558,43310,64755,0.0649036802094571
"8L89692",44161,43370,64842,-0.00302631979054291
"8L89704",43891,43250,64670,-0.0101163197905429
"8L89709",44373,43020,64320,0.0237736802094571
"8L89712",44358,43290,64726,0.00990368020945709
"8L89713",43913,43330,64776,-0.0125263197905429
"8L89714",44126,43160,64533,0.00538368020945709
"8L89718",43649,42920,64170,-0.00537631979054291
"8L89720",43754,43090,64431,-0.00883631979054291
"8L89722",44170,43260,64673,0.00275368020945709
"8L89723",43731,43150,64513,-0.0126063197905429
"8L89724",43994,43290,64726,-0.00691631979054291
"8L89725",44000,43270,64705,-0.0060063197905429
"8L89728",43894,43290,64717,-0.0114963197905429
"8L89731",44181,43260,64681,0.00310368020945709
"8L89734",43754,43240,64651,-0.0157563197905429
"8L89739",44852,43350,64819,0.0299236802094571
"8L89741",45296,43330,64792,0.0515436802094571
"8L89742",43900,43350,64816,-0.0144363197905429
"8L89748",44053,43270,64696,-0.00329631979054291
"8L89751",43748,43260,64671,-0.0169063197905429
"8L89752",44000,43360,64825,-0.00996631979054291
"8L89753",44420,43320,64770,0.0113036802094571
"8L89754",45730,43350,64808,0.0711036802094571
"8L89755",44121,43350,64817,-0.00410631979054291
"8M31247",43858,43320,64761,-0.0146763197905429
"8M31211",43831,43320,64769,-0.0161663197905429
"8L89793",44223,43360,64829,0.00034368020945709
"8L89804",44362,43370,64846,0.00629368020945709
"8L89808",44063,43360,64829,-0.00719631979054291
"8L89822",46340,43320,64776,0.100703680209457
"8L89836",44566,43260,64679,0.0210936802094571
"8L89844",43396,42990,64281,-0.0209063197905429
"8L89845",44099,43330,64786,-0.00409631979054291
"8L89847",44104,43180,64569,0.00318368020945709
"8L89894",43896,43080,64414,-0.00166631979054291
"8L89896",44361,43260,64687,0.0115136802094571
"8L89915",42597,43310,64750,-0.0731863197905429
"8M31207",44063,43330,64777,-0.00561631979054291
"8L89988",45075,43320,64773,0.0417936802094571
"8L89992",44089,43360,64823,-0.00577631979054291
"8L89994",43575,43380,64854,-0.0307433197905429
"8L89995",44528,43380,64862,0.0135636802094571
"8L89998",44782,43180,64553,0.0349836802094571
"8M31035",42513,42710,63863,-0.0489873197905429
"8M31041",41578,41680,62306,-0.0450543197905429
"8M31084",43825,43290,64724,-0.0149563197905429
"8M31109",43173,43150,64481,-0.0388173197905429
"8M31112",44082,43340,64800,-0.00528631979054291
"8M31115",43175,42510,63536,-0.00836631979054291
"8M31126",41571,41900,62633,-0.0556963197905429
"8M31147",43777,43330,64788,-0.0192363197905429
"8M31164",44459,43280,64705,0.0152736802094571
"8M31165",43639,43370,64846,-0.0274863197905429
"8M31192",44585,43330,64778,0.0187836802094571
"8M31197",43142,42790,63961,-0.0232163197905429
"8M31206",44007,43340,64805,-0.00897631979054291
"8L89981",44619,43290,64728,0.0220236802094571
"8M31208",44473,43220,64630,0.0184536802094571
"8M31210",43308,43350,64814,-0.0416473197905429
"8L89786",43710,43320,64770,-0.0217263197905429
"8M31212",44023,43340,64796,-0.00800631979054291
"8M31216",43776,43360,64822,-0.0203463197905429
"8M31219",43965,43350,64812,-0.0111463197905429
"8M31220",43860,43360,64830,-0.0165863197905429
"8M31221",44320,43340,64793,0.00588368020945709
"8M31224",44228,43330,64784,0.00198368020945709
"8L89784",43723,43340,64795,-0.0219263197905429
"8M31253",44096,43300,64733,-0.00266631979054291
"8M31255",43168,42840,64045,-0.0242063197905429
"8M31262",43410,42540,63534,0.00169368020945709
"8M31266",44260,43350,64815,0.00250368020945709
"8M31269",43932,43310,64749,-0.0106663197905429
"8M31278",44262,43300,64732,0.00518368020945709
"8M31281",48067,43340,64803,0.180403680209457
"8M31282",43434,43110,64462,-0.0248263197905429
"8M31283",44792,43360,64834,0.0267836802094571
"8M31285",46166,43350,64808,0.0915036802094571
"8M31288",44125,43330,64791,-0.00305631979054291
"8M31290",44612,43330,64788,0.0196636802094571
"8M31291",44385,43330,64782,0.00926368020945709
"8M31293",43927,43340,64805,-0.0126763197905429
"8M31294",43913,43340,64806,-0.0133763197905429
"8M31297",44303,43340,64802,0.00483368020945709
"8L89770",43771,43310,64757,-0.0185963197905429
"8M31304",44138,43290,64736,-0.000576319790542908
"8M31305",44142,43330,64792,-0.00218631979054291
"8M31317",45275,42830,64051,0.0755036802094571
"8M31325",44819,43040,64351,0.0437036802094571
"8M31327",45187,43320,64776,0.0470136802094571
"8M31328",44293,43320,64762,0.00567368020945709
"8M31329",43994,43160,64533,-0.00104631979054291
"8M31331",44348,43360,64825,0.00626368020945709
"8M31334",43863,43320,64777,-0.0148163197905429
"8M31338",41276,41490,62014,-0.0503063197905429
"8M31342",45434,43180,64561,0.0655036802094571
"8M31344",40912,41640,62301,-0.0750663197905429
"8M31352",44024,42940,64216,0.0109436802094571
"8M31356",43965,43320,64768,-0.00980631979054291
"8M31360",44160,43320,64767,-0.000626319790542909
"8M31365",43354,42660,63800,-0.00702631979054291
"8M31370",41425,42070,62730,-0.0709363197905429
"8M31372",43919,43330,64794,-0.0126563197905429
"8M31374",44723,43370,64840,0.0232136802094571
"8M31382",43663,42970,64274,-0.00750631979054291
"8M31398",44208,43330,64782,0.00108368020945709
"8M31420",44601,43360,64825,0.0180736802094571
"8M31426",42404,42160,63055,-0.0279863197905429
"8M31433",42306,42320,63292,-0.0407443197905429
"8M31435",43279,42590,63643,-0.00710631979054291
"8M31445",43783,43270,64702,-0.0161663197905429
"8M31452",43670,43200,64587,-0.0180063197905429
"8M31468",44028,43330,64778,-0.00724631979054291
"8M31476",44075,43350,64815,-0.00628631979054291
"8M31480",44020,43290,64729,-0.00602631979054291
"8M31483",43947,43270,64690,-0.00821631979054291
"8M31484",43885,43330,64787,-0.0141063197905429
"8M31485",43929,43330,64779,-0.0118363197905429
"8M31497",42431,41930,62721,-0.0156063197905429
"8M31507",44114,43320,64776,-0.00310631979054291
"8M31508",43690,43340,64796,-0.0236063197905429
"8M31509",44100,43320,64780,-0.00376631979054291
"8M31516",44087,43360,64840,-0.00625631979054291
"8M31522",44240,43370,64841,0.000733680209457091
"8M31524",42194,41860,62624,-0.0237763197905429
"8M31526",44263,43120,64485,0.0137336802094571
"8M31532",43606,43250,64658,-0.0231063197905429
"8M31541",43981,43370,64851,-0.0116363197905429
"8M31542",44951,43240,64647,0.0402036802094571
"8M31543",44197,43340,64808,-0.000136319790542912
"8M31544",43832,43330,64783,-0.0163763197905429
"8M31545",45128,43190,64580,0.0508536802094571
"8M31546",44992,43330,64781,0.0376336802094571
"8M31547",45764,43320,64767,0.0741036802094571
"8M31548",44007,43160,64533,-0.000346319790542907
"8M31550",43724,43370,64840,-0.0232863197905429
"8M31551",46808,43280,64705,0.124803680209457
"8M31552",44193,43340,64789,8.36802094570932e-05
"8M31554",46017,43270,64692,0.0883036802094571
"8M31562",46592,43300,64749,0.113503680209457
"8L89650",44294,43290,64726,0.00676368020945709
"8M31581",44305,43250,64657,0.00948368020945709
"8M31583",43944,43350,64819,-0.0123763197905429
"8M31591",44031,43350,64811,-0.00805631979054291
"8M31602",42331,42040,62900,-0.0261363197905429
"8M31605",42973,42220,63158,-0.00376631979054291
"8M31622",41909,42010,62881,-0.0448683197905429
"8M31625",42989,42450,63485,-0.0140963197905429
"8M31627",43073,42740,63926,-0.0240863197905429
"8M31632",43295,42880,64109,-0.0201763197905429
"8M31634",43328,42920,64188,-0.0206963197905429
"8M31637",44996,43340,64810,0.0370336802094571
"8M31641",43608,43260,64681,-0.0236163197905429
"8M31651",44372,43340,64798,0.00833368020945709
"8M31653",43734,43320,64783,-0.0208163197905429
"8M31704",41792,42100,62990,-0.0546963197905429
"8M31706",42745,42600,63712,-0.0331073197905429
"8M31711",41467,41410,61983,-0.0370003197905429
"8M31713",44062,43320,64771,-0.00541631979054291
"8M31716",44298,43320,64761,0.00582368020945709
"8M31717",44308,43280,64705,0.00816368020945709
"8M31737",44194,43320,64769,0.000853680209457093
"8M31739",43832,43190,64567,-0.00970631979054291
"8M31747",43984,43340,64802,-0.0100463197905429
"8M31756",45375,43310,64745,0.0565136802094571
"8M31758",41966,41930,62715,-0.0380733197905429
"8L89562",44807,43280,64718,0.0311936802094571
"8M31765",43727,43270,64696,-0.0185163197905429
"8L89553",44571,43320,64777,0.0181836802094571
"8L89552",43529,43350,64819,-0.0316693197905429
"8M31769",43555,43360,64834,-0.0309863197905429
"8M31771",43514,43360,64820,-0.0325333197905429
"8M31774",43443,43340,64800,-0.0351753197905429
"8M31778",43773,43350,64820,-0.0202763197905429
"8M31780",44051,43350,64813,-0.00727631979054291
"8M31781",44802,43340,64805,0.0280336802094571
"8M31784",43555,43360,64824,-0.0306183197905429
"8M31785",43543,43350,64822,-0.0311383197905429
"8L89550",43192,43320,64774,-0.0459813197905429
"8M31793",45118,43340,64805,0.0428036802094571
"8M31798",43801,43350,64815,-0.0190663197905429
"8L89497",43382,43310,64749,-0.0364823197905429
"8M31804",44088,43340,64807,-0.00510631979054291
"8M31805",43570,43250,64668,-0.0249163197905429
"8L89486",43805,43310,64755,-0.0168163197905429
"8M31812",43731,43290,64727,-0.0192663197905429
"8L89179",44634,43280,64704,0.0234536802094571
"8M31820",44113,43020,64310,0.0116336802094571
"8L89157",44948,43290,64716,0.0375736802094571
"8M31824",44807,43320,64763,0.0295836802094571
"8M31825",44655,43350,64810,0.0210636802094571
"8L89143",43849,43310,64745,-0.0145463197905429
"8L89119",43771,43330,64782,-0.0192563197905429
"8M31838",43823,43370,64850,-0.0189963197905429
"8M31839",44095,43370,64831,-0.00591631979054291
"8M31862",42253,42170,63093,-0.0359923197905429
"8M31863",43788,43360,64826,-0.0198863197905429
"8M31865",43919,43340,64804,-0.0130163197905429
"8M31869",44758,43320,64779,0.0269136802094571
"8M31872",43247,42850,64059,-0.0210363197905429
"8M31873",44121,43360,64820,-0.00421631979054291
"8M31874",43911,43340,64795,-0.0132363197905429
"8M31875",44204,43350,64812,-2.63197905429058e-05
"8M31908",44144,43360,64834,-0.00359631979054291
"8M31921",44334,43300,64740,0.00829368020945709
"8L89118",43730,43350,64817,-0.0223363197905429
"8M31922",44104,43350,64820,-0.00497631979054291
"8M31923",44193,43350,64819,-0.000666319790542907
"8M31924",43781,43120,64466,-0.00896631979054291
"8M31925",44040,43320,64768,-0.00628631979054291
"8M31926",43964,43180,64557,-0.00343631979054291
"8M31927",43768,43360,64836,-0.0210863197905429
"8M31928",43778,43340,64795,-0.0193663197905429
"8M31935",43726,42890,64137,-0.000506319790542907
"8M31936",43582,42730,63907,0.000233680209457091
"8M31937",44736,43360,64828,0.0242036802094571
"8M31938",44324,43370,64840,0.00459368020945709
"8M31939",44295,43360,64838,0.00342368020945709
"8M31940",44119,43320,64769,-0.00276631979054291
"8M31941",45457,43110,64448,0.0701036802094571
"8M31945",43753,43350,64809,-0.0210763197905429
"8M31953",43407,42930,64207,-0.0174563197905429
"8M31954",43873,43010,64325,0.000463680209457092
"8M31968",44012,43230,64636,-0.00332631979054291
"8M31969",44165,43240,64646,0.00328368020945709
"8M31970",44794,43320,64762,0.0290436802094571
"8M31973",44289,43240,64643,0.00921368020945709
"8M31993",43753,43360,64823,-0.0214563197905429
"8M31995",43739,43340,64795,-0.0212163197905429
"8M31997",40781,41600,62241,-0.0795663197905429
"8M71060",44044,43210,64611,-0.00108631979054291
"8M71061",43953,43310,64754,-0.00978631979054291
"8M31438",44323,43350,64808,0.00556368020945709
"8M71073",42676,41420,61989,0.0213036802094571
"8M71074",42061,41920,62746,-0.0332733197905429
"8M71077",42958,42620,63743,-0.0238163197905429
"8L64895",43379,43330,64787,-0.0377373197905429
"8L64880",43418,43310,64750,-0.0346983197905429
"8M71084",43574,43320,64770,-0.0280563197905429
"8M71085",43967,43160,64529,-0.00227631979054291
"8M71086",44160,43270,64710,0.00147368020945709
"8M71089",43925,43120,64470,-0.00216631979054291
"8M71092",44453,43280,64702,0.0150536802094571
"8M71097",44775,43210,64609,0.0330736802094571
"8M71098",44163,43260,64693,0.00202368020945709
"8M71100",44007,42880,64122,0.0133336802094571
"8L64879",44462,43330,64782,0.0129036802094571
"8L64795",43518,43320,64759,-0.0304853197905429
"8M71107",43730,43270,64691,-0.0183163197905429
"8L64770",43672,43280,64701,-0.0214363197905429
"8M71120",44362,43300,64739,0.00972368020945709
"8L64755",43625,43340,64793,-0.0264163197905429
"8L64754",43333,43320,64767,-0.0393113197905429
"8M71125",43708,43200,64596,-0.0162963197905429
"8L64681",43842,43350,64812,-0.0169163197905429
"8L64600",43762,43280,64701,-0.0172563197905429
"8M71152",43439,43360,64821,-0.0360193197905429
"8L64598",44030,43320,64771,-0.00699631979054291
"8M71153",43744,43340,64795,-0.0209563197905429
"8L64587",44864,42600,63657,0.0674036802094571
"8M71157",43419,43310,64750,-0.0348233197905429
"8L64572",44551,43290,64733,0.0187036802094571
"8L64503",45086,43310,64757,0.0428036802094571
"8L64466",44089,43340,64803,-0.00505631979054291
"8M71201",48240,43240,64649,0.193703680209457
"8M71204",43811,43350,64822,-0.0186363197905429
"8M71205",43881,43170,64534,-0.00665631979054291
"8M71206",43657,43200,64591,-0.0185563197905429
"8M71208",44156,43330,64795,-0.00160631979054291
"8M71210",44102,43220,64615,0.00146368020945709
"8M71212",44383,43340,64795,0.00866368020945709
"8M71220",43518,43310,64754,-0.0304043197905429
"8M71227",43250,42610,63695,-0.00955631979054291
"8M71231",44208,43210,64604,0.00656368020945709
"8M71238",43980,43270,64710,-0.00686631979054291
"8M71247",43190,42960,64240,-0.0290663197905429
"8M71250",43282,42790,63987,-0.0164863197905429
"8M71253",44119,43320,64765,-0.00262631979054291
"8M71254",44267,43320,64766,0.00440368020945709
"8M71256",45638,43280,64716,0.0699036802094571
