"ringnr","y_adjusted","n_obs","y_mean","O_HOM","E_HOM","N_SITES","F_hat","locality"
"8573856",-1.13323425553541,6,79.8483333333333,44389,43360,64829,0.00803986653955697,"26"
"8573864",-2.42368098771289,6,76.1316666666667,44149,43320,64768,-0.00112013346044303,"20"
"8573872",-2.61428855869577,2,76.5,43279,42790,63985,-0.016970133460443,"28"
"8573874",-0.779920470381846,2,79.5,43132,42900,64144,-0.029090133460443,"28"
"8573896",0.422207981599744,6,82.3183333333333,44063,43350,64814,-0.00663013346044303,"27"
"8573915",-0.36336434097725,2,79.43,43744,43180,64566,-0.013600133460443,"23"
"8573966",-1.36914476317163,4,79.38,48609,43280,64714,0.208599866539557,"27"
"8573989",0.542010723755803,6,78.7183333333333,44495,43260,64688,0.017609866539557,"24"
"8598501",1.52313102483402,3,79.78,44799,43360,64824,0.027249866539557,"28"
"8598568",-0.923667893246333,3,80.0066666666667,44144,43370,64845,-0.00396013346044304,"26"
"8598579",-0.911637101891306,1,76.41,44388,43330,64793,0.00924986653955696,"24"
"8598591",-0.334162072880344,1,76.83,44371,43270,64709,0.011269866539557,"22"
"8598592",-0.451716680670407,1,77.41,43657,42970,64269,-0.00775013346044304,"24"
"8598599",-0.529614074616871,1,79,44162,43290,64733,0.000619866539556965,"21"
"8598602",-0.503952206932712,2,80.305,43813,43320,64771,-0.017130133460443,"28"
"8598614",0.487195801512988,4,80.9225,43500,43180,64552,-0.024700133460443,"28"
"8598631",-0.603756656695172,4,77.425,41345,41640,62232,-0.054330133460443,"23"
"8598728",0.0180203498818432,4,81.705,41291,41410,61930,-0.045557133460443,"26"
"8598790",-2.58003662991434,2,74.5,43804,42630,63766,0.015619866539557,"24"
"8598887",2.04267526674766,3,84.0733333333333,43607,43230,64639,-0.022270133460443,"26"
"8598907",-1.30819778316161,3,76.1366666666667,44548,43370,64846,0.014899866539557,"28"
"8651511",-0.958264022308193,5,79.844,41763,41860,62459,-0.044489133460443,"24"
"8651512",-0.365981702209857,2,80.705,42336,42300,63165,-0.037973133460443,"24"
"8651514",-0.482141079834753,1,80,41791,42190,63104,-0.058920133460443,"23"
"8651522",-0.832949603894869,1,76,43836,43320,64770,-0.015760133460443,"28"
"8651534",-0.883421308283523,2,77,43639,43010,64310,-0.010480133460443,"26"
"8651539",-0.274265804136412,5,77.984,45183,42960,64234,0.064399866539557,"26"
"8651543",1.25584038584332,6,80.1433333333333,43979,43270,64688,-0.00686013346044304,"26"
"8651548",-0.447645041817167,3,77.6666666666667,44391,43380,64859,0.00714986653955697,"26"
"8651576",1.02437746949414,7,82.63,47875,43330,64781,0.172099866539557,"20"
"8651600",-0.234703385312301,1,77.09,42817,43050,64384,-0.050790133460443,"24"
"8651621",-1.81568735211923,6,76.865,44109,43370,64847,-0.00553013346044304,"20"
"8651658",-0.0532567842655281,1,80,44204,43360,64833,-0.000690133460443033,"28"
"8651664",2.05374862235731,2,80.205,44123,43120,64479,0.00720986653955696,"23"
"8651665",-0.927076362789558,1,79.09,44005,43330,64777,-0.00827013346044304,"28"
"8651695",-0.0862531464288384,2,78,44587,43350,64817,0.017689866539557,"27"
"8651701",0.52284638603122,4,82.0275,40919,41720,62214,-0.078970133460443,"27"
"8651717",0.181101431716201,1,78,44196,43340,64800,-2.01334604430364e-05,"35"
"8651728",-0.20404144934889,5,81.466,43708,43370,64841,-0.024000133460443,"20"
"8651730",1.35249676700719,8,83.1125,43621,43300,64740,-0.025040133460443,"20"
"8651743",-0.493705708274349,1,80,43847,43350,64809,-0.016580133460443,"27"
"8651754",-0.579593290108603,3,80.03,44329,43320,64773,0.00702986653955696,"27"
"8651761",-1.51337474429856,1,77,48462,43280,64707,0.201999866539557,"28"
"8651765",-0.506520318757965,1,77,44468,43300,64745,0.014479866539557,"33"
"8651772",1.94068920978472,3,79.8233333333333,44329,43240,64652,0.011069866539557,"24"
"8651778",0.194734713373421,1,78,44340,43310,64751,0.00827986653955697,"23"
"8651783",-1.40117281277945,1,78,43925,43160,64527,-0.00397013346044304,"24"
"8651784",0.622294985793765,1,80.61,49485,43210,64619,0.252999866539557,"24"
"8651786",0.361135450611847,1,78.41,44507,43240,64654,0.019179866539557,"24"
"8651790",0.00633814065200232,2,77,44470,43330,64788,0.013279866539557,"23"
"8651795",-0.0939556306132285,1,80,44574,43330,64786,0.018089866539557,"23"
"8651799",2.21122969647413,1,80.86,44177,43160,64541,0.00756986653955696,"23"
"8651804",-0.695207699920277,5,77.3,44098,43360,64832,-0.00565013346044303,"26"
"8651860",-1.45781302468623,1,78,44462,43300,64732,0.014449866539557,"27"
"8651869",1.82133253384058,3,80.47,44019,43320,64772,-0.00741013346044304,"27"
"8651870",0.239217717256492,5,78.482,46292,43210,64609,0.103999866539557,"27"
"8651875",1.7175988064339,1,81,47366,43320,64774,0.148599866539557,"27"
"8651876",-0.15214418806425,2,80.5,43895,43160,64522,-0.00529013346044303,"27"
"8651878",-1.25348058977333,6,76.87,44356,43370,64838,0.00619986653955697,"26"
"8651882",1.28194644716859,3,79.47,44100,43360,64836,-0.00561013346044303,"26"
"8651883",-0.838855551777903,2,79.135,44273,43270,64697,0.00692986653955696,"26"
"8651884",0.591172986584729,3,82.03,43877,43370,64851,-0.016510133460443,"20"
"8651899",-3.12078605538281,2,77.045,44121,43350,64818,-0.00417013346044304,"27"
"8651903",0.796288558856534,1,78.86,45199,43290,64730,0.048969866539557,"23"
"8651907",-0.77264705702496,1,78,44592,43260,64672,0.022399866539557,"23"
"8651911",-0.135240452756057,1,80.09,45079,43180,64581,0.048649866539557,"33"
"8651929",1.11545559884373,2,79.25,43842,43220,64629,-0.010980133460443,"33"
"8651942",0.18560637955297,4,77.875,44107,43300,64743,-0.00232013346044303,"33"
"8651948",1.27093378426997,1,82.86,43918,43370,64843,-0.014400133460443,"27"
"8651952",0.606827265973069,2,79,44144,43350,64817,-0.00297013346044304,"27"
"8651975",-0.999424495659123,3,76.6966666666667,45809,43330,64788,0.075599866539557,"27"
"8651979",-1.04055479131173,5,79.962,44423,43330,64788,0.010919866539557,"27"
"8651997",-0.655347094877393,1,80,43670,43210,64610,-0.018620133460443,"27"
"8651998",-1.28311164791444,5,79.834,44076,43380,64857,-0.00752013346044304,"27"
"8668476",-0.60896444764708,4,78.015,40984,41750,62338,-0.077210133460443,"27"
"8668482",1.17822900475365,3,80.0866666666667,48149,43350,64810,0.183899866539557,"26"
"8668490",0.47625217074175,1,79.03,43855,43360,64831,-0.016900133460443,"27"
"8681001",0.658166072423214,3,81.9533333333333,44107,43370,64847,-0.00569013346044304,"26"
"8681002",-1.68967203203972,1,78.09,44077,43380,64858,-0.00739013346044304,"26"
"8681003",-0.485285064205695,1,80.09,44087,43360,64834,-0.00625013346044304,"26"
"8681005",-0.789389411993199,2,79.915,44882,43360,64831,0.031039866539557,"26"
"8681008",0.731395836706228,9,79.7544444444444,43997,43360,64834,-0.010290133460443,"20"
"8681009",-0.282954291072389,7,78.1157142857143,45267,43360,64827,0.048989866539557,"20"
"8681012",2.07559661356637,2,83.5,43981,43330,64791,-0.00975013346044304,"27"
"8681017",3.01738874029474,7,84.34,44089,43370,64849,-0.00647013346044303,"26"
"8681020",0.000692307233114773,2,78.175,44522,43360,64837,0.014019866539557,"30"
"8681024",-1.14109343907704,2,79.045,43830,43360,64823,-0.017880133460443,"27"
"8681025",1.01044285187356,1,80,43958,43340,64795,-0.011080133460443,"27"
"8681028",-1.6803167498878,4,76.2025,44257,43390,64879,0.000339866539556963,"27"
"8681029",-0.0720955130665815,1,78.26,44106,43270,64698,-0.00105013346044303,"27"
"8681032",-1.07207813525465,1,79,43985,43380,64853,-0.011550133460443,"27"
"8681033",1.76152897835798,1,84,43738,43300,64739,-0.019590133460443,"27"
"8681034",0.293714939393613,3,78.62,44063,43290,64729,-0.00405013346044304,"27"
"8681037",0.555034637079609,4,81.795,43931,43280,64712,-0.00962013346044303,"27"
"8681038",-2.1018727239313,5,78.642,45676,43310,64744,0.070699866539557,"27"
"8681040",0.862439521987301,2,82.045,44332,43340,64808,0.00611986653955696,"26"
"8681041",-0.764479528453762,1,79,46574,43340,64801,0.110799866539557,"27"
"8681042",1.50609131012236,1,81,44233,43350,64812,0.00136986653955697,"27"
"8681044",-1.79894299132796,2,75.545,46824,43340,64804,0.122399866539557,"27"
"8681052",1.22250604170616,5,82.482,43950,43380,64859,-0.013330133460443,"26"
"8681053",-0.781656462988879,1,77,44430,43380,64859,0.00906986653955696,"26"
"8681054",0.186585625897295,7,78.7685714285714,44393,43380,64857,0.00735986653955697,"26"
"8681055",-0.192966590418765,1,77,44125,43320,64779,-0.00251013346044304,"28"
"8681056",-0.826825434249365,1,76,44140,42940,64202,0.016399866539557,"28"
"8681057",-1.6912503178598,1,77,44379,43310,64759,0.00984986653955697,"28"
"8681058",0.429849026812918,2,78,44460,43350,64819,0.011679866539557,"29"
"8681059",-1.1157534133274,6,78.4483333333333,47301,43250,64665,0.149199866539557,"28"
"8681060",0.945833640816267,1,79,44133,43310,64746,-0.00131013346044304,"28"
"8681062",-0.881717267881853,1,76,44435,43240,64654,0.015879866539557,"35"
"8681063",0.218928574065335,1,78,43819,43270,64701,-0.014370133460443,"35"
"8681065",1.37708648912147,1,83,43943,43320,64770,-0.010800133460443,"35"
"8681066",-1.4592866660675,1,78,44010,43260,64685,-0.00504013346044303,"35"
"8681067",-0.50223919091106,4,77.195,44111,43310,64762,-0.00277013346044303,"35"
"8681068",-1.3543563821583,1,78,44345,43300,64744,0.00880986653955697,"35"
"8681069",-2.05304735837501,1,77,42849,42550,63545,-0.025720133460443,"35"
"8681070",-1.20786775595003,2,78.5,44382,43330,64790,0.00889986653955697,"35"
"8681071",-0.236325726268516,1,80,43969,43270,64692,-0.00711013346044304,"35"
"8681073",-0.99474812707736,2,77,44109,43360,64829,-0.00495013346044303,"27"
"8681074",0.906172201396543,2,82,43713,43160,64519,-0.013840133460443,"27"
"8681075",-0.3634616447334,3,77.6966666666667,44334,43320,64764,0.00743986653955696,"27"
"8681076",-0.672547694998019,1,77,44302,43280,64708,0.00789986653955697,"27"
"8681077",-0.058674101072079,2,78,44000,43360,64825,-0.010010133460443,"27"
"8681079",-0.39026595274303,1,80.83,44328,43320,64768,0.00707986653955697,"27"
"8681081",-0.24883731959962,2,80.86,44044,43370,64839,-0.00834013346044304,"27"
"8681095",-0.109189514567567,5,81.362,43831,43360,64839,-0.018200133460443,"27"
"8681097",-0.868745811073734,2,76.045,44681,43330,64791,0.022919866539557,"29"
"8681098",1.07376180596546,2,78.545,44094,43340,64795,-0.00466013346044303,"28"
"8681132",-0.190844565063756,2,78.09,44115,43340,64803,-0.00384013346044303,"27"
"8681135",0.649627005535152,2,78.915,45166,43340,64803,0.045169866539557,"22"
"8681138",0.522940374350818,1,81,44367,43330,64779,0.00862986653955696,"22"
"8681169",-1.51486738200358,3,76.3333333333333,44567,43370,64847,0.015829866539557,"26"
"8681175",0.577309590558315,2,81.59,44569,43320,64769,0.018299866539557,"26"
"8681181",-0.492452211951628,1,80.09,44665,43310,64749,0.023499866539557,"27"
"8681183",-0.648189178478261,3,77.3633333333333,46706,43340,64805,0.116799866539557,"26"
"8681184",1.91517522261048,9,80.2988888888889,45799,43360,64822,0.073699866539557,"26"
"8681190",-0.560406851737243,1,77,46762,43350,64823,0.118799866539557,"26"
"8681200",2.04640309755255,3,80.85,44801,43360,64826,0.027299866539557,"26"
"8681201",-0.870004447235193,1,78.61,45003,43330,64777,0.038279866539557,"35"
"8681213",0.358314227988012,1,78.09,44073,43220,64632,-0.000220133460443035,"35"
"8681218",-0.647909360263613,1,78.86,43902,43350,64813,-0.014010133460443,"35"
"8681236",-1.9530431624959,1,76.61,44279,43310,64761,0.00517986653955697,"24"
"8681237",1.99898157425997,2,82.735,44420,43230,64634,0.015859866539557,"24"
"8681240",-1.06070935069717,1,78.09,44122,43240,64635,0.00143986653955697,"24"
"8681247",2.52586310175173,1,84,45651,43210,64618,0.073899866539557,"24"
"8681248",-1.01058166792734,2,78.43,44255,42940,64219,0.022079866539557,"24"
"8681249",2.09621998127007,1,80.86,44548,43330,64782,0.016889866539557,"24"
"8681251",0.637269116435791,3,81.8966666666667,44358,43380,64861,0.00555986653955697,"26"
"8681254",-0.293063350145455,2,78.045,44416,43380,64864,0.00816986653955697,"26"
"8681258",0.936451381523478,7,79.3985714285714,45594,43370,64847,0.063699866539557,"26"
"8681259",-0.556400258011241,8,80.705,44034,43360,64824,-0.00830013346044303,"20"
"8681260",0.254761320542854,10,79.05,44374,43370,64848,0.00674986653955696,"20"
"8681261",1.24377898791881,6,80.2966666666667,44219,43380,64854,-0.000720133460443036,"20"
"8681268",-0.99080021592871,1,79,44098,43310,64751,-0.00311013346044303,"27"
"8681287",1.15840307687114,1,80,44339,43280,64716,0.00954986653955697,"33"
"8681290",0.8130664195248,1,79.09,44221,43230,64644,0.00616986653955696,"33"
"8681291",0.177983743046098,1,81,43705,43280,64708,-0.019970133460443,"33"
"8681292",-1.31069042426141,1,78.09,43467,43220,64620,-0.028290133460443,"33"
"8681300",-1.23245379971234,1,76,44909,43330,64788,0.033589866539557,"26"
"8681308",-0.986273429498503,1,77,41025,42000,62629,-0.086950133460443,"26"
"8681309",0.576510927761335,6,81.94,44442,43350,64812,0.010999866539557,"26"
"8681317",1.5108347456979,7,80.0542857142857,44044,43360,64822,-0.00787013346044303,"27"
"8681324",0.659457055911344,1,82.09,43946,43290,64721,-0.00910013346044303,"33"
"8681331",0.938323668369317,2,79.045,43796,43180,64561,-0.011240133460443,"33"
"8681335",0.524552973281455,1,78.09,49106,43180,64569,0.237099866539557,"33"
"8681336",0.966899643145915,2,81.59,47727,43200,64594,0.171699866539557,"33"
"8681355",0.230765571320807,1,81,44084,43360,64831,-0.00633013346044303,"27"
"8681356",0.184914443833812,1,78,44241,43320,64769,0.00297986653955697,"27"
"8681361",1.42086616881276,2,80.415,42815,42430,63466,-0.021740133460443,"26"
"8681370",-0.0189672145073196,1,81,44028,43350,64811,-0.00834013346044304,"27"
"8681371",1.1899179275873,1,80,44310,43330,64789,0.00565986653955697,"27"
"8681374",1.03808716740718,6,82.22,46641,43350,64817,0.113399866539557,"26"
"8681384",1.71963070163135,1,82.86,44502,43300,64736,0.016349866539557,"24"
"8681385",-1.46264314967654,1,74.61,44667,43240,64647,0.026889866539557,"24"
"8681393",-0.228154438887203,2,77.59,44211,43220,64622,0.00621986653955697,"33"
"8681396",-1.81995343084413,3,78.5266666666667,44082,43330,64784,-0.00498013346044304,"33"
"8681397",-0.611059073665518,3,80.03,44429,43370,64843,0.00948986653955697,"27"
"8681403",-1.15225764117607,7,80.0857142857143,43996,43360,64835,-0.010450133460443,"27"
"8681409",1.21022649600316,1,80,44686,43350,64811,0.022399866539557,"27"
"8681414",-0.594233748142447,2,77.045,46867,43320,64765,0.125499866539557,"27"
"8681415",-0.105565345285077,3,77.5733333333333,48277,43280,64713,0.193099866539557,"27"
"8681419",-1.42415151845475,11,77.4790909090909,44073,43360,64820,-0.00648013346044304,"20"
"8681420",2.1022841146146,11,80.9527272727273,46200,43330,64793,0.093799866539557,"20"
"8681422",-2.00889201421898,3,78.3633333333333,46185,43300,64747,0.094399866539557,"20"
"8681423",0.499839110665535,7,81.52,46269,43120,64476,0.107599866539557,"20"
"8681436",1.63181729326725,1,79.86,43972,43320,64762,-0.00931013346044304,"28"
"8681454",0.434787843477932,2,81.36,43765,42960,64193,-0.00184013346044304,"27"
"8681462",0.108278122648212,3,81.23,43699,43330,64775,-0.022540133460443,"27"
"8681464",0.199131500644206,4,77.875,48316,43200,64589,0.199399866539557,"27"
"8681466",0.791855430447956,1,82,43779,43190,64585,-0.012580133460443,"27"
"8681469",-0.0373907429737685,2,80.545,44026,43330,64784,-0.00744013346044303,"27"
"8681472",-0.74273417368575,1,76,43158,43270,64694,-0.045102133460443,"24"
"8681473",-0.175302468788816,1,76.86,44434,43160,64536,0.019499866539557,"24"
"8681476",0.689583040656353,3,78.03,44361,43350,64809,0.00730986653955697,"22"
"8681477",-1.1934225786325,1,75,45265,43290,64726,0.052149866539557,"24"
"8681479",-0.154351017578095,1,77,44050,42940,64214,0.012099866539557,"24"
"8681485",-1.56251842438482,1,74,44066,43230,64634,-0.00106013346044304,"23"
"8681486",0.353243137505757,1,78.09,44197,43360,64826,-0.000820133460443039,"23"
"8681496",-1.36418763701461,1,77,44278,43350,64807,0.00354986653955697,"23"
"8681500",0.0147205726722249,2,79.705,44741,43340,64804,0.025169866539557,"23"
"8730413",-0.789711878263821,1,76.86,44184,43360,64822,-0.00133013346044304,"26"
"8730417",-0.514020775206124,4,77.715,43521,42680,63814,2.9866539556965e-05,"26"
"8730418",0.192743857121077,2,79,44144,43380,64860,-0.00439013346044304,"27"
"8730421",0.0549641466295018,1,81,44249,43360,64820,0.00167986653955696,"26"
"8730436",4.58728388781304,1,86,44009,43290,64724,-0.00643013346044304,"27"
"8730437",2.19021661917609,6,83.15,44388,43090,64433,0.020709866539557,"27"
"8730439",-2.33483237906545,4,78.045,44384,43330,64790,0.00911986653955697,"27"
"8730442",2.32186371368796,1,82,44227,43340,64809,0.00120986653955697,"27"
"8730443",0.125580520424315,1,81,43758,43340,64796,-0.020390133460443,"27"
"8730444",-0.217632703397308,2,77.045,44075,43270,64687,-0.00213013346044304,"22"
"8730445",-0.647686393916835,2,79.045,44743,43250,64671,0.029709866539557,"22"
"8730447",1.19761671703151,2,82.045,42587,42550,63635,-0.038230133460443,"22"
"8730448",0.987648425835185,1,82.26,44951,43340,64797,0.035269866539557,"22"
"8730451",1.49631146547705,1,80,43931,43360,64826,-0.013190133460443,"22"
"8730453",0.0971656705631335,2,78.045,44217,43280,64706,0.00404986653955697,"27"
"8730454",-0.0579041374341702,2,80.545,45269,43300,64741,0.051939866539557,"27"
"8730458",0.0236826613805391,1,80,44268,43340,64799,0.00336986653955697,"35"
"8730459",-0.847599506280191,1,76,43828,43260,64663,-0.013140133460443,"34"
"8730460",0.680211765528498,1,81,44257,43300,64743,0.00455986653955696,"34"
"8730461",0.641893580887196,1,81.09,44286,43360,64822,0.00342986653955697,"34"
"8730462",-0.141216739324402,1,77,43119,43230,64631,-0.044912133460443,"34"
"8730465",0.155462953799539,1,80,43910,43290,64731,-0.011190133460443,"23"
"8730486",0.742471215202604,5,81.972,44456,43330,64784,0.012539866539557,"27"
"8730493",-0.217964128689642,3,81.5633333333333,44455,43380,64851,0.010379866539557,"26"
"8730496",1.94391708726316,1,82,44446,43370,64836,0.010369866539557,"27"
"8730497",-0.986937912884279,1,77,44265,43130,64473,0.013439866539557,"26"
"8730498",0.23814502598009,5,79.07,44923,43370,64837,0.032659866539557,"26"
"8730503",-0.594859498955206,3,77.27,44012,43360,64826,-0.00944013346044303,"27"
"8730506",-0.830777461339897,1,79.86,44682,43180,64552,0.030449866539557,"27"
"8730509",2.20497922204998,3,83.6666666666667,45539,43310,64765,0.063799866539557,"27"
