"ringnr","y_adjusted","n_obs","y_mean","O_HOM","E_HOM","N_SITES","F_hat","locality"
"8598631",-0.0874775192134215,4,19.4375,41345,41640,62232,-0.0543463197905429,"23"
"8598728",1.06237617895727,4,20.585,41291,41410,61930,-0.0455823197905429,"26"
"8598790",-0.134763398597377,2,19.25,43804,42630,63766,0.0155936802094571,"24"
"8598887",0.948153474618161,3,20.3666666666667,43607,43230,64639,-0.0222963197905429,"26"
"8598907",-1.47765780557404,3,17.8233333333333,44548,43370,64846,0.0148736802094571,"28"
"8651511",-0.166999340044989,5,19.36,41763,41860,62459,-0.0445143197905429,"24"
"8651512",0.981558066883685,2,20.485,42336,42300,63165,-0.0379983197905429,"24"
"8651514",0.255859139119023,1,19.8,41791,42190,63104,-0.0589463197905429,"23"
"8651522",-0.139514001603605,1,19.1,43836,43320,64770,-0.0157763197905429,"28"
"8651534",-0.498921835162864,2,18.75,43639,43010,64310,-0.0104963197905429,"26"
"8651539",0.85163194604987,5,20.152,45183,42970,64234,0.0644036802094571,"26"
"8651543",0.356454544120422,6,19.785,43979,43270,64688,-0.00687631979054291,"26"
"8651548",0.0572685631696195,3,19.3,44391,43380,64859,0.00712368020945709,"26"
"8651576",0.647056612546737,7,20.0971428571429,47875,43330,64781,0.172103680209457,"20"
"8651600",0.815763041357709,1,20.28,42817,43050,64384,-0.0508163197905429,"24"
"8651621",-0.786707249304188,6,18.6016666666667,44109,43370,64847,-0.00554631979054291,"20"
"8651658",0.170862171632031,1,19.5,44204,43360,64833,-0.000716319790542909,"28"
"8651664",-0.944980012704597,2,18.485,44123,43120,64479,0.00719368020945709,"23"
"8651665",-0.440917196406475,1,19.08,44005,43330,64777,-0.00828631979054291,"28"
"8651695",-0.203536448301568,2,19.15,44587,43350,64817,0.0176636802094571,"27"
"8651701",-0.911868400217928,4,18.655,40919,41720,62214,-0.0789963197905429,"27"
"8651717",-0.00689341329392629,1,19.3,44196,43340,64800,-4.63197905429119e-05,"35"
"8651728",0.109282333089237,5,19.626,43708,43370,64841,-0.0240263197905429,"20"
"8651730",-0.41901129468064,8,19.1025,43621,43300,64740,-0.0250563197905429,"20"
"8651743",-0.0200938034524436,1,19.5,43847,43350,64809,-0.0166063197905429,"27"
"8651754",0.495125914814132,3,19.96,44329,43320,64773,0.00700368020945709,"27"
"8651761",0.760502833340164,1,20,48462,43280,64707,0.202003680209457,"28"
"8651765",0.591840899365789,1,19.9,44468,43300,64745,0.0144636802094571,"33"
"8651772",0.339100606607266,3,19.7266666666667,44329,43240,64652,0.0110436802094571,"24"
"8651778",0.863692638876467,1,20.5,44340,43310,64751,0.00825368020945709,"23"
"8651783",-1.81563272674383,1,17.6,43925,43160,64527,-0.00398631979054291,"24"
"8651784",0.351403383869924,1,19.7,49485,43220,64619,0.253003680209457,"24"
"8651786",-0.119916974654623,1,19.27,44507,43240,64654,0.0191536802094571,"24"
"8651790",0.862099202201599,2,20.3,44470,43330,64788,0.0132536802094571,"23"
"8651795",0.322001602360316,1,19.9,44574,43330,64786,0.0180636802094571,"23"
"8651799",1.00102818549065,1,20.48,44177,43160,64541,0.00754368020945709,"23"
"8651804",0.550590608968289,4,19.8875,44098,43360,64832,-0.00567631979054291,"26"
"8651860",0.643622679061996,1,20.2,44462,43300,64732,0.0144336802094571,"27"
"8651869",-0.578638375493797,3,18.8233333333333,44019,43320,64772,-0.00743631979054291,"27"
"8651870",0.131744987803973,5,19.534,46292,43210,64609,0.104003680209457,"27"
"8651875",-0.816479413144087,1,18.4,47366,43320,64774,0.148603680209457,"27"
"8651876",-0.406732228122021,2,19.05,43895,43160,64522,-0.00531631979054291,"27"
"8651878",0.0845364540534112,6,19.4516666666667,44356,43370,64838,0.00617368020945709,"26"
"8651882",1.00532988224694,3,20.3233333333333,44100,43360,64836,-0.00563631979054291,"26"
"8651883",0.163886475624703,2,19.625,44273,43270,64697,0.00690368020945709,"26"
"8651884",1.02846805027634,3,20.4933333333333,43877,43380,64851,-0.0165363197905429,"20"
"8651899",-2.2097508081971,2,17.29,44121,43350,64818,-0.00419631979054291,"27"
"8651903",-0.830911952278789,1,18.58,45199,43290,64730,0.0489436802094571,"23"
"8651907",-1.4063223515627,1,18,44592,43260,64672,0.0223736802094571,"23"
"8651911",-0.271849717381087,1,19.08,45079,43180,64581,0.0486236802094571,"33"
"8651929",0.33706637676447,2,19.725,43842,43220,64629,-0.0109963197905429,"33"
"8651942",-0.421148590614599,4,18.8875,44107,43300,64743,-0.00233631979054291,"33"
"8651948",-0.154810242492682,1,19.38,43918,43370,64843,-0.0144263197905429,"27"
"8651952",0.468300983321778,2,19.85,44144,43350,64817,-0.00299631979054291,"27"
"8651975",-0.761354526023336,3,18.56,45809,43330,64788,0.0756036802094571,"27"
"8651979",-0.20772380370881,5,19.348,44423,43330,64788,0.0108936802094571,"27"
"8651997",0.124794744624083,1,19.6,43670,43220,64610,-0.0186463197905429,"27"
"8651998",-1.00817746103955,5,18.612,44076,43380,64857,-0.00753631979054291,"27"
"8668476",-1.35297558771776,5,18.286,40984,41750,62338,-0.0772363197905429,"27"
"8668482",0.809343699390682,3,20.15,48149,43350,64810,0.183903680209457,"26"
"8668490",0.438689340181236,1,20.05,43855,43360,64831,-0.0169263197905429,"27"
"8681001",-0.13751047164306,3,19.26,44107,43370,64847,-0.00570631979054291,"26"
"8681002",1.18666907706786,1,20.68,44077,43380,64858,-0.00741631979054291,"26"
"8681003",0.519631052327338,1,19.98,44087,43370,64834,-0.00627631979054291,"26"
"8681005",0.0515774831339935,2,19.44,44882,43360,64831,0.0310136802094571,"26"
"8681008",0.819990731607138,9,20.2911111111111,43997,43360,64834,-0.0103063197905429,"20"
"8681009",-0.032996762928578,7,19.32,45267,43360,64827,0.0489636802094571,"20"
"8681012",-0.126830998110165,2,19.4,43981,43330,64791,-0.00977631979054291,"27"
"8681017",1.62960371810398,7,21.06,44089,43370,64849,-0.00648631979054291,"26"
"8681020",1.5354580606303,2,20.99,44522,43360,64837,0.0140036802094571,"30"
"8681024",0.24347282994057,2,19.74,43830,43360,64823,-0.0178963197905429,"27"
"8681025",0.429171319640263,1,19.8,43958,43340,64795,-0.0110963197905429,"27"
"8681028",-1.75368655319689,4,17.685,44257,43390,64879,0.000313680209457094,"27"
"8681029",0.195121879897292,1,19.7,44106,43270,64698,-0.00107631979054291,"27"
"8681032",-0.318647531191551,1,19.1,43985,43380,64853,-0.0115663197905429,"27"
"8681033",-1.372689201012,1,18,43738,43300,64739,-0.0196163197905429,"27"
"8681034",-2.84873009982302,3,16.56,44063,43300,64729,-0.00406631979054291,"27"
"8681037",0.402717621325765,5,20.008,43931,43280,64712,-0.00964631979054291,"27"
"8681038",-1.34056106288344,5,18.152,45676,43310,64744,0.0706036802094571,"27"
"8681040",-0.243703140968375,2,19.19,44332,43340,64808,0.00609368020945709,"26"
"8681041",-0.969215209669574,1,18.4,46574,43340,64801,0.110803680209457,"27"
"8681042",0.309465857874176,1,19.7,44233,43350,64812,0.00134368020945709,"27"
"8681044",-1.46591615313482,2,17.89,46824,43340,64804,0.122303680209457,"27"
"8681052",0.983950398642373,5,20.464,43950,43380,64859,-0.0133563197905429,"26"
"8681053",-0.817972089997962,1,18.4,44430,43380,64859,0.00905368020945709,"26"
"8681054",0.762512864172289,7,20.1885714285714,44393,43380,64857,0.00733368020945709,"26"
"8681055",0.34342303673676,1,19.6,44125,43320,64779,-0.00253631979054291,"28"
"8681056",-0.249767983136784,1,19,44140,42940,64202,0.0163736802094571,"28"
"8681057",-0.492681879174297,1,18.8,44379,43310,64759,0.00983368020945709,"28"
"8681058",0.375510856670057,2,19.7,44460,43350,64819,0.0116536802094571,"29"
"8681059",0.356801713891484,6,19.7266666666667,47301,43250,64665,0.149203680209457,"28"
"8681060",0.248673730556547,1,19.5,44133,43310,64746,-0.00133631979054291,"28"
"8681062",0.191279313531244,1,19.5,44435,43240,64654,0.0158636802094571,"35"
"8681063",1.60571140315042,1,21,43819,43270,64701,-0.0143963197905429,"35"
"8681065",0.606909984066156,1,20.1,43943,43320,64770,-0.0108263197905429,"35"
"8681066",-0.153216668625352,1,19.3,44010,43260,64685,-0.00506631979054291,"35"
"8681067",0.0894861550017471,4,19.485,44111,43320,64762,-0.00279631979054291,"35"
"8681068",-0.30516024734312,1,19.1,44345,43300,64744,0.00878368020945709,"35"
"8681069",0.598625486022643,1,20.1,42849,42550,63545,-0.0257463197905429,"35"
"8681070",-0.055739201197201,2,19.4,44382,43340,64790,0.00888368020945709,"35"
"8681071",-1.17273503129896,1,18.2,43969,43270,64692,-0.00712631979054291,"35"
"8681073",-2.07644232344846,2,17.45,44109,43360,64829,-0.00496631979054291,"27"
"8681074",-0.25567233926144,2,19.2,43713,43160,64519,-0.0138663197905429,"27"
"8681075",-0.177974086365715,3,19.2266666666667,44334,43320,64764,0.00741368020945709,"27"
"8681076",-0.896114049942067,1,18.4,44302,43280,64708,0.00787368020945709,"27"
"8681077",0.999869698845956,2,20.4,44000,43360,64825,-0.0100363197905429,"27"
"8681079",-0.0794753597761391,1,19.58,44328,43320,64768,0.00705368020945709,"27"
"8681081",-0.214953309012236,2,19.43,44044,43370,64839,-0.00836631979054291,"27"
"8681095",0.858393443722376,5,20.528,43831,43370,64839,-0.0182163197905429,"27"
"8681097",0.883333775888933,2,20.24,44681,43330,64791,0.0228936802094571,"29"
"8681098",-1.17610531125241,2,18.09,44094,43340,64795,-0.00467631979054291,"28"
"8681132",-0.961574444533531,2,18.48,44115,43340,64803,-0.00385631979054291,"27"
"8681135",0.220403037534897,2,19.84,45166,43340,64803,0.0451536802094571,"22"
"8681138",0.106734100281797,1,19.7,44367,43330,64779,0.00860368020945709,"22"
"8681169",1.22365660188202,3,20.63,44567,43370,64847,0.0158036802094571,"26"
"8681175",-0.496614310093653,2,18.88,44569,43320,64769,0.0182736802094571,"26"
"8681181",1.2859682930371,1,20.88,44665,43310,64749,0.0234736802094571,"27"
"8681183",0.755846915365579,3,20.06,46706,43340,64805,0.116703680209457,"26"
"8681184",0.119722407887025,9,19.4722222222222,45799,43360,64822,0.0737036802094571,"26"
"8681190",0.705399421231271,1,19.9,46762,43360,64823,0.118803680209457,"26"
"8681200",0.991534893047267,3,20.38,44801,43360,64826,0.0272736802094571,"26"
"8681201",-1.15302805697237,1,18.3,45003,43330,64777,0.0382636802094571,"35"
"8681213",0.0814535297194199,1,19.48,44073,43220,64632,-0.000236319790542908,"35"
"8681218",-0.598953053868784,1,18.88,43902,43350,64813,-0.0140363197905429,"35"
"8681236",-1.31286803528957,1,18.1,44279,43310,64761,0.00515368020945709,"24"
"8681237",-0.0294569734941004,2,19.44,44420,43230,64634,0.0158336802094571,"24"
"8681240",0.47737621860728,1,19.98,44122,43240,64635,0.00141368020945709,"24"
"8681247",0.0900029800600817,1,19.5,45651,43220,64618,0.0739036802094571,"24"
"8681248",0.0209541381141806,2,19.49,44255,42940,64219,0.0220536802094571,"24"
"8681249",0.373945860754595,1,19.78,44548,43330,64782,0.0168636802094571,"24"
"8681251",0.677215404303486,3,20.1966666666667,44358,43380,64861,0.00553368020945709,"26"
"8681254",0.36411095118885,2,19.69,44416,43380,64864,0.00814368020945709,"26"
"8681258",-0.171988860087474,7,19.1714285714286,45594,43370,64847,0.0636036802094571,"26"
"8681259",0.0661412008117655,8,19.5525,44034,43360,64824,-0.00831631979054291,"20"
"8681260",-0.146466970861901,10,19.27,44374,43370,64848,0.00672368020945709,"20"
"8681261",-0.299438851547095,6,19.1566666666667,44219,43380,64854,-0.000746319790542911,"20"
"8681268",-3.0674069837653,1,16.3,44098,43310,64751,-0.00313631979054291,"27"
"8681287",-0.163300452584018,1,19.2,44339,43280,64716,0.00952368020945709,"33"
"8681290",0.641464734950129,1,19.98,44221,43240,64644,0.00615368020945709,"33"
"8681291",1.1718995428146,1,20.7,43705,43280,64708,-0.0199863197905429,"33"
"8681292",0.638091958743542,1,20.08,43467,43220,64620,-0.0283163197905429,"33"
"8681300",1.1351470496546,1,20.4,44909,43330,64788,0.0335636802094571,"26"
"8681308",0.433327554478262,1,19.8,41025,42000,62629,-0.0869763197905429,"26"
"8681309",0.656452002897198,6,20.1566666666667,44442,43350,64812,0.0109736802094571,"26"
"8681317",0.0117031460685382,7,19.4885714285714,44044,43360,64822,-0.00788631979054291,"27"
"8681324",-0.0611875427145124,1,19.38,43946,43290,64721,-0.00911631979054291,"33"
"8681331",-0.563191524450075,2,18.74,43796,43180,64561,-0.0112663197905429,"33"
"8681335",0.483455464545689,1,19.68,49106,43180,64569,0.237103680209457,"33"
"8681336",0.549913551526111,2,19.88,47727,43200,64594,0.171703680209457,"33"
"8681355",-0.0801134222813609,1,19.4,44084,43360,64831,-0.00635631979054291,"27"
"8681356",0.555770153460749,1,20,44241,43320,64769,0.00295368020945709,"27"
"8681361",0.68903023380476,2,20.04,42815,42430,63466,-0.0217563197905429,"26"
"8681370",0.224431283455583,1,19.7,44028,43350,64811,-0.00835631979054291,"27"
"8681371",-0.470879845436815,1,18.9,44310,43330,64789,0.00564368020945709,"27"
"8681374",0.265615537208086,6,19.7083333333333,46641,43350,64817,0.113403680209457,"26"
"8681384",0.389413099200575,1,19.88,44502,43300,64736,0.0163236802094571,"24"
"8681385",0.1458511948198,1,19.5,44667,43240,64647,0.0268636802094571,"24"
"8681393",0.0486802588358214,2,19.38,44211,43220,64622,0.00619368020945709,"33"
"8681396",-1.25372574010436,3,18.1466666666667,44082,43330,64784,-0.00499631979054291,"33"
"8681397",-0.674811423398279,3,18.7933333333333,44429,43370,64843,0.00947368020945709,"27"
"8681403",1.10245386081982,7,20.7414285714286,43996,43360,64835,-0.0104763197905429,"27"
"8681409",-0.0799222931115945,1,19.3,44686,43350,64811,0.0223836802094571,"27"
"8681414",-0.602109158636426,2,18.74,46867,43320,64765,0.125503680209457,"27"
"8681415",-0.642996684918375,3,18.6533333333333,48277,43280,64713,0.193103680209457,"27"
"8681419",0.238381889887838,11,19.6890909090909,44073,43360,64820,-0.00650631979054291,"20"
"8681420",-0.74479567798871,6,18.6333333333333,46200,43330,64793,0.0937036802094571,"20"
"8681422",0.178590630270119,3,19.5266666666667,46185,43310,64747,0.0944036802094571,"20"
"8681423",0.613223978913663,7,20.0028571428571,46269,43120,64476,0.107603680209457,"20"
"8681436",-0.0689138413753524,1,19.28,43972,43320,64762,-0.00933631979054291,"28"
"8681454",-1.53195374561271,2,17.93,43765,42960,64193,-0.00186631979054291,"27"
"8681462",-0.86987768067466,3,18.6866666666667,43699,43330,64775,-0.0225663197905429,"27"
"8681464",-0.606481242985547,4,18.6875,48316,43200,64589,0.199303680209457,"27"
"8681466",-1.03774000213268,1,18.4,43779,43200,64585,-0.0126063197905429,"27"
"8681469",0.542362176160437,2,20.04,44026,43330,64784,-0.00746631979054291,"27"
"8681472",-0.0230546950421232,1,19.4,43158,43270,64694,-0.0451273197905429,"24"
"8681473",-0.197098625523717,1,19.18,44434,43170,64536,0.0194736802094571,"24"
"8681476",-1.11084273470202,3,18.3933333333333,44361,43350,64809,0.00728368020945709,"22"
"8681477",-1.40028372478105,1,17.9,45265,43290,64726,0.0521336802094571,"24"
"8681479",-0.276713609484503,1,19.1,44050,42940,64214,0.0120736802094571,"24"
"8681485",-2.00760402588199,1,17.3,44066,43240,64634,-0.00107631979054291,"23"
"8681486",0.952845644397455,1,20.48,44197,43360,64826,-0.000846319790542907,"23"
"8681496",0.682354606937388,1,20.2,44278,43350,64807,0.00352368020945709,"23"
"8681500",0.815361174230783,1,20.37,44741,43350,64804,0.0251436802094571,"23"
"8730413",0.527060243096099,1,19.98,44184,43360,64822,-0.00134631979054291,"26"
"8730417",-0.145236582888212,4,19.245,43521,42680,63814,3.68020945708952e-06,"26"
"8730418",-0.26152557089666,2,19.2,44144,43380,64860,-0.00440631979054291,"27"
"8730421",0.754413022356332,1,20.3,44249,43360,64820,0.00166368020945709,"26"
"8730436",-0.286761714714563,1,19.1,44009,43290,64724,-0.00644631979054291,"27"
"8730437",0.00065118542028338,6,19.52,44388,43100,64433,0.0206936802094571,"27"
"8730439",-1.02179910724849,4,18.49,44384,43330,64790,0.00910368020945709,"27"
"8730442",1.05329360446276,1,20.5,44227,43350,64809,0.00118368020945709,"27"
"8730443",-1.1686895044739,1,18.3,43758,43340,64796,-0.0204163197905429,"27"
"8730444",0.0268718244120449,2,19.54,44075,43270,64687,-0.00214631979054291,"22"
"8730445",0.35405949253534,2,19.94,44743,43250,64671,0.0296836802094571,"22"
"8730447",0.788690035314826,2,20.49,42587,42550,63635,-0.0382543197905429,"22"
"8730448",-1.22469985143429,1,18.5,44951,43340,64797,0.0352436802094571,"22"
"8730451",1.03151469769333,1,20.6,43931,43360,64826,-0.0132163197905429,"22"
"8730453",-1.12736378022371,2,18.24,44217,43280,64706,0.00402368020945709,"27"
"8730454",-1.36007009894155,2,18.09,45269,43300,64741,0.0519236802094571,"27"
"8730458",-0.42299930487238,1,19,44268,43340,64799,0.00335368020945709,"35"
"8730459",-0.425282379236595,1,19.1,43828,43260,64663,-0.0131563197905429,"34"
"8730460",0.330611194267052,1,19.9,44257,43300,64743,0.00453368020945709,"34"
"8730461",-0.38820600495134,1,19.18,44286,43360,64822,0.00340368020945709,"34"
"8730462",-0.0942876939844213,1,19.4,43119,43230,64631,-0.0449373197905429,"34"
"8730465",-0.195832367824071,1,19.3,43910,43300,64731,-0.0112163197905429,"23"
"8730486",-1.22656956449962,5,18.396,44456,43330,64784,0.0125136802094571,"27"
