phenotype,population,model,fold,fold_label,mode,cv_strategy,json_path,test_correlation,metric__mean_inner_r,model_type,hidden_dims,dropout,batch_norm,lr,weight_decay,epochs,loss,optimizer,graph_mode,cutoff,grm_norm,self_loops,use_snp_selection,num_snps,sage_aggr,sage_normalize,sage_project,knn_k,weighted_edges,symmetrize_mode,source
thr_tarsus,loio,mlp_results,4,5,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.23103138646668722,0.2713285310457074,mlp,"(512, 64)",0.10246232662540586,False,8.592238699231843e-05,2.5403755768100877e-06,48.0,mae,adam,off,,,,False,,,,,,,,
thr_tarsus,loio,mlp_results,5,6,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.25327832562743685,0.2515845736457048,mlp,"(512, 128)",0.4047398224912724,False,4.163605938597995e-06,0.0002634150301810883,333.0,mae,adam,off,,,,False,,,,,,,,
thr_tarsus,loio,mlp_results,6,7,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.3835034345701067,0.2515915730424978,mlp,"(256, 128, 64)",0.503215798733431,False,4.230354558253383e-06,6.434668123057793e-05,317.0,mae,adam,off,,,,False,,,,,,,,
thr_tarsus,loio,mlp_results,7,8,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.13648581462262285,0.3074972080514263,mlp,"(256, 128)",0.4544818524208739,False,8.670952344499222e-05,0.000389334304661704,65.0,mae,adam,off,,,,True,31485.0,,,,,,,
thr_tarsus,loio,mlp_results,8,9,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.30961983538071275,0.2663812453467505,mlp,"(256, 128, 64)",0.29952236284251943,False,2.5764793135100935e-06,3.4164646350312926e-05,233.0,mae,adam,off,,,,True,42058.0,,,,,,,
thr_tarsus,loio,mlp_results,9,10,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.2009082953137482,0.2868643764237585,mlp,"(512, 256)",0.445895075005358,False,2.0870684626887865e-06,2.2685117516342754e-05,236.0,mae,adam,off,,,,True,52111.0,,,,,,,
thr_tarsus,loio,mlp_results,10,11,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.24866268571455605,0.2792669062575092,mlp,"(128, 64)",0.40162275223131183,False,2.1506438823875096e-05,0.00013648421885564924,339.0,mae,adam,off,,,,True,48766.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,0,1,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.23541260388364454,0.28183798870429,graphsage,"(256, 128)",0.5121035285112243,True,0.0002513605439667415,0.00013451312582945255,63.0,mae,adam,knn,,,,True,24232.0,,,,2.0,True,mutual,grm
thr_tarsus,loio,sage_inductive_results,1,2,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.4356285294809803,0.2542564255643375,graphsage,"(512, 64)",0.27597417632895693,False,7.706221700121801e-06,1.7868231207422526e-06,93.0,mae,adam,cutoff,0.8657110886590728,cosine_then_gcn,False,True,38154.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,2,3,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.21962865194372858,0.2828237894184916,graphsage,"(512, 128)",0.18384477917797035,False,5.364421049683079e-05,4.4755027227663105e-05,78.0,mae,adam,cutoff,0.31153174887883,cosine_then_gcn,True,True,59952.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,3,4,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.2896396307150763,0.2676437601376995,graphsage,"(512, 64)",0.5385314762692528,False,7.640161732915417e-05,2.7990015211807574e-05,84.0,mae,adam,cutoff,0.4292364378396683,gcn,False,True,20769.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,4,5,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.2265854202761836,0.2786953703733425,graphsage,"(512, 128)",0.16168508504991422,False,3.3711851247717934e-05,3.7276331663248325e-05,68.0,mae,adam,cutoff,0.3859708449701942,none,True,True,30080.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,5,6,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.24809719168794855,0.25308949405017456,graphsage,"(256, 128)",0.5088612269612138,False,3.9074243303515666e-05,1.521263531371663e-07,193.0,mae,adam,cutoff,0.3765372461028753,cosine,True,True,52088.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,6,7,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.3878873262292808,0.25924851756661577,graphsage,"(256, 128, 64)",0.30619348962719783,False,4.2791456483274355e-05,5.333164641452995e-06,86.0,mae,adam,cutoff,0.8174937007130542,gcn,True,True,52513.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,7,8,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.06506867761978642,0.3186191315699354,graphsage,"(128, 64)",0.5745901797510481,True,0.0007348236743617865,3.300378508700061e-05,79.0,mae,adam,cutoff,0.344143672974145,gcn,True,False,,,,,,,,
thr_tarsus,loio,sage_inductive_results,8,9,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.31875391715182794,0.2647045825331954,graphsage,"(512, 128)",0.288336380390069,False,0.00019728321900661813,2.11446119853223e-05,99.0,mae,adam,cutoff,0.38156091157491473,cosine_then_gcn,True,True,30588.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,9,10,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.2577923491954298,0.30021150341023195,graphsage,"(512, 256)",0.5723214760704808,False,4.2422289223037175e-06,7.155673581155691e-06,226.0,mae,adam,cutoff,0.5045367147810487,cosine_then_gcn,False,True,59221.0,,,,,,,
thr_tarsus,loio,sage_inductive_results,10,11,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_inductive_results.json,0.23129967652062364,0.2870897643578651,graphsage,"(128, 64)",0.5995702737691805,True,0.0008493819364299599,1.2965918604810226e-07,91.0,mae,adam,cutoff,0.3381004163427109,none,False,False,,,,,,,,
thr_tarsus,loio,sage_results,0,1,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.2592588549793463,0.28023202416303417,graphsage,"(128, 64)",0.46468430941363276,False,3.593539561163751e-05,1.430128041083099e-06,221.0,mae,adam,cutoff,0.4988063465751651,gcn,False,,,,,,,,,
thr_tarsus,loio,sage_results,1,2,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.4041816076892161,0.25754800468514555,graphsage,"(512, 256)",0.3982883394061232,False,6.506511344387479e-05,1.2353815271713639e-05,78.0,mae,adam,cutoff,0.7746426506191325,cosine_then_gcn,True,,,,,,,,,
thr_tarsus,loio,sage_results,2,3,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.19761600653056094,0.292220333988654,graphsage,"(512, 64)",0.5025020741947762,False,7.353928854120903e-05,3.731940597476275e-05,192.0,mae,adam,cutoff,0.4125404780975704,cosine_then_gcn,True,,,,,,,,,
thr_tarsus,loio,sage_results,3,4,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.272427138047168,0.2576962418515501,graphsage,"(256, 128, 64)",0.24776802214419238,False,2.85959176246137e-05,7.940436789453441e-06,60.0,mae,adam,cutoff,0.8303548259409964,cosine,False,,,,,,,,,
thr_tarsus,loio,sage_results,4,5,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.25618149289844144,0.27223534395999155,graphsage,"(512, 64)",0.29538154820233903,False,1.099853929308559e-05,9.198823660565907e-07,70.0,mae,adam,knn,,,,,,,,,10.0,True,union,grm
thr_tarsus,loio,sage_results,5,6,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.24411790676789263,0.25954880639648253,graphsage,"(512, 128)",0.5898107238035948,False,6.834167504129319e-06,0.00022495637731208124,141.0,mae,adam,cutoff,0.6845316379884384,gcn,False,,,,,,,,,
thr_tarsus,loio,sage_results,6,7,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.3895746262757483,0.2590443317835931,graphsage,"(256, 128)",0.572462491959292,False,1.958703646004959e-05,4.104619972739073e-06,123.0,mae,adam,cutoff,0.5134703129180312,none,True,,,,,,,,,
thr_tarsus,loio,sage_results,7,8,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.04211353869901182,0.30355590079709577,graphsage,"(512, 256)",0.4087276611420503,False,6.608730150539273e-05,0.0003563743635047712,203.0,mae,adam,cutoff,0.4713233020063115,none,True,,,,,,,,,
thr_tarsus,loio,sage_results,8,9,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.32777099071318183,0.25055117908180724,graphsage,"(512, 256)",0.5464105339384249,False,2.19921677867958e-05,3.0966011746750415e-07,106.0,mae,adam,cutoff,0.5067065383441544,none,True,,,,,,,,,
thr_tarsus,loio,sage_results,9,10,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.2054872382898552,0.2934713370142613,graphsage,"(256, 128)",0.4903856920333173,False,2.8607021621325087e-05,0.0006596830806794041,179.0,mae,adam,cutoff,0.5294734090324512,gcn,False,,,,,,,,,
thr_tarsus,loio,sage_results,10,11,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\sage_results.json,0.22750480603759535,0.2795444198371875,graphsage,"(512, 256)",0.5379737993267619,False,1.7955936702992346e-05,4.096387674940985e-07,171.0,mae,adam,cutoff,0.5623425979623293,gcn,True,,,,,,,,,
thr_wing,within,gcn_results,0,1,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.3072911401678892,0.31335727417865833,gcn,"(512, 256)",0.5839930059741004,True,0.0012046840664219865,6.039316271016291e-07,57.0,mae,adam,cutoff,0.7642654875946018,cosine_then_gcn,False,True,45467.0,,,,,,,
thr_wing,within,gcn_results,1,2,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.2704399704059537,0.3166792656108621,gcn,"(256, 128, 64)",0.5999081943680996,True,0.00024968401810903886,6.785829071288778e-06,97.0,mae,adam,cutoff,0.8622942981406208,gcn,False,True,52724.0,,,,,,,
thr_wing,within,gcn_results,2,3,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.3222883531586258,0.3066518037274824,gcn,"(512, 64)",0.2848635878893811,True,0.0001483012139987193,0.00011391380001823191,104.0,mae,adam,cutoff,0.7845502471080095,none,False,True,20750.0,,,,,,,
thr_wing,within,gcn_results,3,4,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.383681758726041,0.31587478269715125,gcn,"(512, 256)",0.18937091172342121,True,0.00011927638192565845,2.1541744909350982e-05,249.0,mae,adam,cutoff,0.8319455243644908,cosine,False,True,31759.0,,,,,,,
thr_wing,within,gcn_results,4,5,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.33449099833127455,0.3162509929377426,gcn,"(512, 64)",0.2149966383818279,True,0.00028714592820692857,4.654058477157167e-05,167.0,mae,adam,cutoff,0.837459697486938,cosine,False,True,44117.0,,,,,,,
thr_wing,within,gcn_results,5,6,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.22050357050815117,0.32261396288913385,gcn,"(512, 128)",0.30736554720831905,True,0.00022880062452923993,5.111457843033184e-05,92.0,mae,adam,cutoff,0.8137449638836042,none,False,False,,,,,,,,
thr_wing,within,gcn_results,6,7,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.31955332203641923,0.31961821300847115,gcn,"(512, 256)",0.40074017689070046,True,0.006305974975950723,1.2263207378210907e-07,217.0,mse,adam,cutoff,0.854419460742369,cosine_then_gcn,True,False,,,,,,,,
thr_wing,within,gcn_results,7,8,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.3328692395823517,0.3209301661797187,gcn,"(512, 256)",0.5862570816688698,True,8.467233154647021e-05,1.8970379661715876e-07,239.0,mae,adam,cutoff,0.8459185346951985,gcn,False,False,,,,,,,,
thr_wing,within,gcn_results,8,9,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.40345889629634246,0.3161096373420557,gcn,"(512, 64)",0.5553004680214794,True,0.0002892409258741937,9.733814502589802e-05,84.0,mae,adam,cutoff,0.71065124169937,cosine_then_gcn,False,True,44317.0,,,,,,,
thr_wing,within,gcn_results,9,10,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\gcn_results.json,0.416978692570871,0.3237245808684047,gcn,"(256, 128)",0.5781786472924946,True,0.0011200689643474679,0.0006212022291221379,62.0,mae,adam,cutoff,0.7555993483055746,cosine_then_gcn,True,False,,,,,,,,
thr_wing,within,mlp_results,0,1,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.31211031225358077,0.31615250030285846,mlp,"(512, 256)",0.23058669639933632,False,4.293559348159822e-06,8.600488888872454e-06,335.0,mae,adam,off,,,,True,54888.0,,,,,,,
thr_wing,within,mlp_results,1,2,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.239171272025013,0.3172677545951165,mlp,"(512, 128)",0.30783301342142005,False,2.5297180179266372e-06,1.216508471096168e-05,290.0,mse,adam,off,,,,True,52148.0,,,,,,,
thr_wing,within,mlp_results,2,3,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.3491870727381593,0.30751839937923303,mlp,"(512, 64)",0.45650944886917827,False,2.8400777967904842e-06,6.000366749657411e-06,257.0,mse,adam,off,,,,False,,,,,,,,
thr_wing,within,mlp_results,3,4,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.3950270588540673,0.31462448978204655,mlp,"(512, 256)",0.46195153272734774,False,3.5041154059562883e-06,5.523800728326301e-07,184.0,mse,adam,off,,,,False,,,,,,,,
thr_wing,within,mlp_results,4,5,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.2927209939852276,0.3151883427078935,mlp,"(512, 256)",0.48626052487131705,True,8.064074783754504e-05,3.2017884126575275e-07,115.0,mae,adam,off,,,,False,,,,,,,,
thr_wing,within,mlp_results,5,6,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.33020315485359214,0.31639482456999446,mlp,"(512, 64)",0.17517471855715255,True,2.1146750778118135e-05,0.000522901466986489,322.0,mse,adam,off,,,,True,48919.0,,,,,,,
thr_wing,within,mlp_results,6,7,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.3110009967941835,0.3230563431000552,mlp,"(256, 128, 64)",0.5991731133317604,True,0.0009854595031805235,6.837949750666113e-05,102.0,mae,adam,off,,,,False,,,,,,,,
thr_wing,within,mlp_results,7,8,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.35028057271599616,0.31751484692709636,mlp,"(512, 256)",0.536402759401188,True,6.805549292503247e-05,1.5319844456757072e-07,146.0,mae,adam,off,,,,False,,,,,,,,
thr_wing,within,mlp_results,8,9,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.4023052710834565,0.314602625654642,mlp,"(512, 256)",0.5824899431442744,True,8.488775762637441e-05,0.0007964261001650587,194.0,mae,adam,off,,,,False,,,,,,,,
thr_wing,within,mlp_results,9,10,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\mlp_results.json,0.42438118561650534,0.3204759444484463,mlp,"(512, 256)",0.5881716085578599,False,8.958396449358627e-06,7.152023059476145e-07,190.0,mse,adam,off,,,,True,56463.0,,,,,,,
thr_wing,within,sage_inductive_results,0,1,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.283733202122276,0.31323712514652646,graphsage,"(512, 128)",0.5803556783217604,True,0.0068008003964908055,1.5937781521944738e-05,65.0,mse,adam,cutoff,0.8295966236352704,gcn,True,False,,max,True,False,,,,
thr_wing,within,sage_inductive_results,1,2,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.2528346702540425,0.3163297088354978,graphsage,"(256, 128)",0.3076478215269225,False,2.3876638431075682e-05,9.33232183768558e-06,158.0,mse,adam,cutoff,0.8171725106286095,gcn,False,False,,max,False,False,,,,
thr_wing,within,sage_inductive_results,2,3,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.3438278888855226,0.3040003758189352,graphsage,"(512, 64)",0.5106007587540554,True,0.0057872944564770785,1.1898806753068366e-07,112.0,mse,adam,cutoff,0.7608415627970275,cosine,False,True,44098.0,max,False,False,,,,
thr_wing,within,sage_inductive_results,3,4,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.38552174797616623,0.3135844423276103,graphsage,"(512, 128)",0.5265984835592583,True,0.006128020906637369,5.744206454204083e-06,63.0,mse,adam,cutoff,0.6533717660363065,cosine,False,False,,max,False,False,,,,
thr_wing,within,sage_inductive_results,4,5,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.3078580777157946,0.3182992944876167,graphsage,"(256, 128, 64)",0.5989122524766197,True,0.008934443276888238,7.375659831013309e-07,215.0,mse,adam,cutoff,0.7865956316485893,cosine,True,False,,mean,True,False,,,,
thr_wing,within,sage_inductive_results,5,6,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.3245678022278259,0.31716674889826163,graphsage,"(512, 64)",0.4921605042203814,True,0.005698782793468826,1.9709266465446807e-06,96.0,mse,adam,cutoff,0.8103955959542148,cosine,True,False,,mean,True,False,,,,
thr_wing,within,sage_inductive_results,6,7,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.29966195269817625,0.32167090191646536,graphsage,"(256, 128)",0.4577742614422722,True,0.00612919306780413,2.713893999711752e-06,143.0,mse,adam,cutoff,0.7777026848390618,cosine_then_gcn,False,False,,mean,True,False,,,,
thr_wing,within,sage_inductive_results,7,8,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.3461098182646483,0.31793588769783154,graphsage,"(512, 64)",0.3151409157957315,True,0.0030764794263821904,7.812216402787587e-06,157.0,mse,adam,cutoff,0.8774817309257837,gcn,False,False,,max,False,False,,,,
thr_wing,within,sage_inductive_results,8,9,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.41558478398036536,0.3184890102856323,graphsage,"(512, 128)",0.5713168161761505,True,0.005475995772807233,1.3759342796124251e-06,120.0,mse,adam,cutoff,0.8088662774691149,cosine_then_gcn,True,False,,mean,True,False,,,,
thr_wing,within,sage_inductive_results,9,10,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_inductive_results.json,0.4142069792170699,0.32043748965522606,graphsage,"(256, 128)",0.4285183014629377,True,0.0018483642477092534,2.662886205693422e-07,284.0,mse,adam,cutoff,0.8051148716857719,cosine,True,False,,mean,True,False,,,,
thr_wing,within,sage_results,0,1,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_results.json,0.2824462979107652,0.31095716943054386,graphsage,"(512, 64)",0.5714707330929277,True,0.005887331614066615,1.034700976576079e-05,237.0,mae,adam,cutoff,0.8286472298717851,none,True,False,,mean,True,False,,,,
thr_wing,within,sage_results,1,2,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_results.json,0.24649454826498862,0.3123866227334652,graphsage,"(256, 128)",0.4545638174017462,False,0.001583542738730006,6.677182369807324e-06,339.0,mse,adam,cutoff,0.4122967965041634,cosine_then_gcn,False,False,,mean,True,False,,,,
thr_wing,within,sage_results,2,3,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_results.json,0.31244259533382623,0.3068879314968838,graphsage,"(512, 128)",0.364473286292116,False,3.159943584165292e-05,1.8825601967954321e-06,108.0,mse,adam,cutoff,0.7905937375145632,none,False,True,59095.0,mean,False,False,,,,
thr_wing,within,sage_results,3,4,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_results.json,0.349599586197368,0.3095226162433806,graphsage,"(256, 128)",0.43738877444381685,False,0.002610102248682687,6.043066945412146e-07,333.0,mse,adam,cutoff,0.2885619499951346,cosine_then_gcn,True,False,,mean,True,False,,,,
thr_wing,within,sage_results,4,5,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_results.json,0.29739778086202934,0.3115588534626376,graphsage,"(512, 256)",0.3431550286091326,False,0.002712207745914458,9.598574704260586e-07,280.0,mse,adam,cutoff,0.8301833030867315,cosine_then_gcn,True,True,58125.0,max,True,False,,,,
thr_wing,within,sage_results,5,6,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_wing\within\sage_results.json,0.3016612589525248,0.31796609177250984,graphsage,"(512, 64)",0.49086687234590515,True,0.006863765826102171,2.5688776135166294e-05,94.0,mse,adam,cutoff,0.8434888524820693,cosine_then_gcn,True,False,,max,False,False,,,,
